ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Greek Esther Additions 3:13δ,ESGA,Greek Esther Additions,3,13δ,"ἐπέδειξεν ἡμῖν ἐν πάσαις ταῖς κατὰ τὴν οἰκουμένην φυλαῖς ἀναμεμεῖχθαι δυσμενῆ λαόν τινα τοῖς νόμοις ἀντίθετον πρὸς πᾶν ἔθνος τά τε τῶν βασιλέων παραπέμποντας διηνεκῶς διατάγματα, πρὸς τὸ μὴ κατατίθεσθαι τὴν ὑφ᾿ ἡμῶν κατευθυνομένην ἀμέμπτως συναρχίαν.",,,,"showed us that among all the tribes throughout the inhabited world a certain hostile people has been mixed in, opposed by its laws to every nation and continually disregarding the ordinances of kings, so that the government directed blamelessly by us is not established."
Greek Esther Additions 3:13ε,ESGA,Greek Esther Additions,3,13ε,"διειληφότες οὖν τόδε τὸ ἔθνος μονώτατον ἐν ἀντιπαραγωγῇ παντὶ διαπαντὸς ἀνθρώπῳ κείμενον, διαγωγὴν νόμων ξενίζουσαν παραλλάσσον καὶ δυσνοοῦν τοῖς ἡμετέροις πράγμασι τὰ χείριστα συντελοῦν κακὰ καὶ πρὸς τὸ μὴ τὴν βασιλείαν εὐσταθείας τυγχάνειν·",,,,"Therefore, having understood that this nation alone is set in opposition to everyone through all time, strangely altering its way of laws and being hostile in mind toward our affairs, accomplishing the worst evils, and preventing the kingdom from obtaining stability,"
Greek Esther Additions 3:13ζ,ESGA,Greek Esther Additions,3,13ζ,"προστετάχαμεν οὖν τοὺς σημαινομένους ὑμῖν ἐν τοῖς γεγραμμένοις ὑπὸ Ἀμὰν τοῦ τεταγμένου ἐπὶ τῶν πραγμάτων καὶ δευτέρου πατρὸς ἡμῶν πάντας σὺν συναιξὶ καὶ τέκνοις ἀπολέσαι ὁλορριζεὶ ταῖς τῶν ἐχθρῶν μαχαίραις ἄνευ παντὸς οἴκτου καὶ φειδοῦς, τῇ τεσσαρεσκαιδεκάτῃ τοῦ δωδεκάτου μηνὸς Ἀδάρ, τοῦ ἐνεστῶτος ἔτους,",,,,"therefore we have commanded that those indicated to you in the writings by Haman, the one appointed over the affairs and our second father, all of them with wives and children, be destroyed root and branch by the swords of enemies, without any mercy or sparing, on the fourteenth of the twelfth month Adar of the present year,"
Greek Esther Additions 3:13η,ESGA,Greek Esther Additions,3,13η,"ὅπως οἱ πάλαι καὶ νῦν δυσμενεῖς ἐν ἡμέρᾳ μιᾷ βιαίως εἰς τὸν ᾅδην κατελθόντες, εἰς τὸν μετέπειτα χρόνον εὐσταθῆ καὶ ἀτάραχα παρέχωσιν ἡμῖν διὰ τέλους τὰ πράγματα’.",,,,"so that those long ago and now hostile, having violently gone down to Hades in one day, may provide us stable and undisturbed affairs for the time afterward, through to the end."
Greek Esther Additions 4:17α,ESGA,Greek Esther Additions,4,17α,καὶ ἐδεήθη Κυρίου μνημονεύων πάντα τὰ ἔργα Κυρίου καὶ εἶπε·,,,,"And he entreated the Lord, remembering all the works of the Lord, and said,"
Greek Esther Additions 4:17β,ESGA,Greek Esther Additions,4,17β,"Κύριε Κύριε, βασιλεῦ πάντων κρατῶν, ὅτι ἐν ἐξουσίᾳ σου τὸ πᾶν ἐστι, καὶ οὐκ ἔστιν ὁ ἀντιδοξῶν σοι ἐν τῷ θέλειν σε σῶσαι τὸν Ἰσραήλ·",,,,"Lord, Lord, King ruling all, because the whole is in your authority, and there is no one opposing you when you wish to save Israel;"
Greek Esther Additions 4:17γ,ESGA,Greek Esther Additions,4,17γ,"ὅτι σὺ ἐποίησας τὸν οὐρανὸν καὶ τὴν γῆν καὶ πᾶν θαυμαζόμενον ἐν τῇ ὑπ᾿ οὐρανὸν καὶ Κύριος εἶ πάντων, καὶ οὐκ ἔστιν ὃς ἀντιτάξεταί σοι τῷ Κυρίῳ.",,,,"because you made heaven and earth and every wondered-at thing under heaven, and you are Lord of all, and there is no one who will oppose you, the Lord."
Greek Esther Additions 4:17δ,ESGA,Greek Esther Additions,4,17δ,"σὺ πάντα γινώσκεις· σὺ οἶδας, Κύριε, ὅτι οὐκ ἐν ὕβρει οὐδὲ ἐν ὑπερηφανίᾳ οὐδὲ ἐν φιλοδοξίᾳ ἐποίησα τοῦτο, τὸ μὴ προσκυνεῖν τὸν ὑπερήφανον Ἀμάν, ὅτι ηὐδόκουν φιλεῖν πέλματα ποδῶν αὐτοῦ πρὸς σωτηρίαν Ἰσραήλ·",,,,"You know all things; you know, Lord, that not in insolence nor in pride nor in love of glory did I do this, not worshiping arrogant Haman, because I would have been pleased to kiss the soles of his feet for the salvation of Israel;"
Greek Esther Additions 4:17ε,ESGA,Greek Esther Additions,4,17ε,"ἀλλ᾿ ἐποίησα τοῦτο, ἵνα μὴ θῶ δόξαν ἀνθρώπου ὑπεράνω δόξης Θεοῦ, καὶ οὐ προσκυνήσω οὐδένα, πλὴν σοῦ τοῦ Κυρίου μου καὶ οὐ ποιήσω αὐτὰ ἐν ὑπερηφανίᾳ.",,,,"but I did this so that I might not place the glory of a human above the glory of God, and I will worship no one except you, my Lord, and I will not do these things in pride."
Greek Esther Additions 4:17ζ,ESGA,Greek Esther Additions,4,17ζ,"καὶ νῦν, Κύριε ὁ Θεός, ὁ βασιλεύς, ὁ Θεὸς Ἁβραάμ, φεῖσαι τοῦ λαοῦ σου, ὅτι ἐπιβλέπουσιν ἡμῖν εἰς καταφθορὰν καὶ ἐπεθύμησαν ἀπολέσαι τὴν ἐξ ἀρχῆς κληρονομίαν σου·",,,,"And now, Lord God, King, God of Abraham, spare your people, because they look upon us for destruction and have desired to destroy your inheritance from the beginning;"
Greek Esther Additions 4:17η,ESGA,Greek Esther Additions,4,17η,"μὴ ὑπερίδῃς τὴν μερίδα σου, ἣν σεαυτῷ ἐλυτρώσω ἐκ γῆς Αἰγύπτου·",,,,"do not overlook your portion, which you redeemed for yourself from the land of Egypt;"
Greek Esther Additions 4:17θ,ESGA,Greek Esther Additions,4,17θ,"ἐπάκουσον τῆς δεήσεώς μου καὶ ἱλάσθητι τῷ κλήρῳ σου καὶ στρέψον τὸ πένθος ἡμῶν εἰς εὐωχίαν, ἵνα ζῶντες ὑμνῶμέν σου τὸ ὄνομα, Κύριε, καὶ μὴ ἀφανίσῃς στόμα αἰνούντων σε, Κύριε.",,,,"hear my petition and be propitious to your lot, and turn our mourning into feasting, so that while living we may hymn your name, Lord; and do not silence the mouth of those praising you, Lord."
Greek Esther Additions 4:17ι,ESGA,Greek Esther Additions,4,17ι,"καὶ πᾶς Ἰσραὴλ ἐκέκραξεν ἐξ ἰσχύος αὐτῶν, ὅτι θάνατος αὐτῶν ἐν ὀφθαλμοῖς αὐτῶν.",,,,"And all Israel cried out from their strength, because their death was in their eyes."
Greek Esther Additions 4:17κ,ESGA,Greek Esther Additions,4,17κ,"Καὶ Ἐσθὴρ ἡ βασίλισσα κατέφυγεν ἐπὶ τὸν Κύριον ἐν ἀγῶνι θανάτου κατειλημμένη, καὶ ἀφελομένη τὰ ἱμάτια τῆς δόξης αὐτῆς ἐνεδύσατο ἱμάτια στενοχωρίας καὶ πένθους, καὶ ἀντὶ τῶν ὑπερηφάνων ἡδυσμάτων, σποδοῦ καὶ κοπριῶν ἐνέπλησε τὴν κεφαλὴν αὐτῆς καὶ τὸ σῶμα αὐτῆς ἐταπείνωσε σφόδρα καὶ πάντα τόπον κόσμου ἀγαλλιάματος αὐτῆς ἔπλησε στρεπτῶν τριχῶν αὐτῆς καὶ ἐδεῖτο Κυρίου Θεοῦ Ἰσραήλ, καὶ εἶπε·",,,,"And Esther the queen fled for refuge to the Lord, being seized in a struggle of death, and taking off the garments of her glory she put on garments of constraint and mourning; and instead of proud sweet spices, she filled her head with ashes and dung, and humbled her body exceedingly, and every place of adornment of her gladness she filled with the twists of her hair; and she entreated the Lord God of Israel and said,"
Greek Esther Additions 4:17λ,ESGA,Greek Esther Additions,4,17λ,"Κύριέ μου, βασιλεὺς ἡμῶν σὺ εἶ μόνος· βοήθησόν μοι τῇ μόνῃ καὶ μὴ ἐχούσῃ βοηθὸν εἰ μὴ σέ, ὅτι κίνδυνός μου ἐν χειρί μου.",,,,"My Lord, you alone are our king; help me, the lone one and having no helper except you, because my danger is in my hand."
Greek Esther Additions 4:17μ,ESGA,Greek Esther Additions,4,17μ,"ἐγὼ ἤκουον ἐκ γενετῆς μου ἐν φυλῇ πατριᾶς μου ὅτι σύ, Κύριε, ἔλαβες τὸν Ἰσραὴλ ἐκ πάντων τῶν ἐθνῶν καὶ τοὺς πατέρας ἡμῶν ἐκ πάντων τῶν προγόνων αὐτῶν εἰς κληρονομίαν αἰώνιον καὶ ἐποίησας αὐτοῖς ὅσα ἐλάλησας.",,,,"I heard from my birth in the tribe of my family that you, Lord, took Israel from all the nations and our fathers from all their ancestors for an eternal inheritance, and did for them all that you spoke."
Greek Esther Additions 4:17ν,ESGA,Greek Esther Additions,4,17ν,"καὶ νῦν ἡμάρτομεν ἐνώπιόν σου, καὶ παρέδωκας ἡμᾶς εἰς χεῖρας τῶν ἐχθρῶν ἡμῶν, ἀνθ᾿ ὧν ἐδοξάσαμεν τοὺς θεοὺς αὐτῶν· δίκαιος εἶ, Κύριε.",,,,"And now we sinned before you, and you handed us into the hands of our enemies, because we glorified their gods. You are righteous, Lord."
Greek Esther Additions 4:17ξ,ESGA,Greek Esther Additions,4,17ξ,"καὶ νῦν οὐκ ἱκανώθησαν ἐν πικρασμῷ δουλείας ἡμῶν, ἀλλ᾿ ἔθηκαν τὰς χεῖρας αὐτῶν ἐπὶ τὰς χεῖρας τῶν εἰδώλων αὐτῶν ἐξάραι ὁρισμὸν στόματός σου καὶ ἀφανίσαι κληρονομίαν σου καὶ ἐμφράξαι στόμα αἰνούντων σοι καὶ σβέσαι δόξαν οἴκου σου καὶ θυσιαστηρίου σου,",,,,"And now they were not satisfied with the bitterness of our slavery, but they set their hands upon the hands of their idols to remove the decree of your mouth and to destroy your inheritance and to stop up the mouth of those praising you and to extinguish the glory of your house and your altar,"
Greek Esther Additions 4:17ο,ESGA,Greek Esther Additions,4,17ο,καὶ ἀνοῖξαι στόμα ἐθνῶν εἰς ἀρετὰς ματαίων καὶ θαυμασθῆναι βασιλέα σάρκινον εἰς αἰῶνα.,,,,and to open the mouth of nations for the praises of worthless things and for a fleshly king to be admired forever.
Greek Esther Additions 4:17π,ESGA,Greek Esther Additions,4,17π,"μὴ παραδῷς, Κύριε, τὸ σκῆπτρόν σου τοῖς μὴ οὖσι, καὶ μὴ καταγελασάτωσαν ἐν τῇ πτώσει ἡμῶν, ἀλλὰ στρέψον τὴν βουλὴν αὐτῶν ἐπ᾿ αὐτούς, τὸν δὲ ἀρξάμενον ἐφ᾿ ἡμᾶς παραδειγμάτισον.",,,,"Do not hand over your scepter, Lord, to those who are not, and let them not laugh at our fall, but turn their counsel upon themselves, and make an example of the one who began against us."
Greek Esther Additions 4:17ρ,ESGA,Greek Esther Additions,4,17ρ,"μνήσθητι, Κύριε, γνώσθητι ἐν καιρῷ θλίψεως ἡμῶν καὶ ἐμὲ θάρσυνον, βασιλεῦ τῶν θεῶν καὶ πάσης ἀρχῆς ἐπικρατῶν·",,,,"Remember, Lord; be made known in the time of our affliction, and embolden me, King of the gods and master of every rule."
Greek Esther Additions 4:17σ,ESGA,Greek Esther Additions,4,17σ,δὸς λόγον εὔρυθμον εἰς τὸ στόμα μου ἐνώπιον τοῦ λέοντος καὶ μετάθες τὴν καρδίαν αὐτοῦ εἰς μῖσος τοῦ πολεμοῦντος ἡμᾶς εἰς συντέλειαν αὐτοῦ καὶ τῶν ὁμονούντων αὐτῶ·,,,,"Give ordered speech into my mouth before the lion, and change his heart to hatred of the one warring against us, for his ending and the ending of those agreeing with him."
Greek Esther Additions 4:17τ,ESGA,Greek Esther Additions,4,17τ,"ἡμᾶς δὲ ρῦσαι ἐν χειρί σου καὶ βοήθησόν μοι τῇ μόνῃ καὶ μὴ ἐχούσῃ εἰς μὴ σέ, Κύριε·",,,,"But rescue us by your hand and help me, the lone one and having none except you, Lord."
Greek Esther Additions 4:17υ,ESGA,Greek Esther Additions,4,17υ,πάντων γνῶσιν ἔχεις καὶ οἶδας ὅτι ἐμίσησα δόξαν ἀνόμων καὶ βδελύσσομαι κοίτην ἀπεριτμήτων καὶ παντὸς ἀλλοτρίου.,,,,"You have knowledge of all things, and you know that I hated the glory of lawless ones and abhor the bed of uncircumcised ones and of every foreigner."
Greek Esther Additions 4:17φ,ESGA,Greek Esther Additions,4,17φ,"σὺ οἶδας τὴν ἀνάγκην μου, ὅτι βδελύσσομαι τὸ σημεῖον τῆς ὑπερηφανίας μου, ὅ ἐστιν ἐπὶ τῆς κεφαλῆς μου ἐν ἡμέραις ὀπτασίας μου· βδελύσσομαι αὐτὸ ὡς ράκος καταμηνίων καὶ οὐ φορῶ αὐτὸ ἐν ἡμέραις ἡσυχίας μου.",,,,"You know my necessity, because I abhor the sign of my pride, which is upon my head in the days of my appearing; I abhor it like a menstruation rag, and I do not wear it in the days of my quiet."
Greek Esther Additions 4:17χ,ESGA,Greek Esther Additions,4,17χ,"καὶ οὐκ ἔφαγεν ἡ δούλη σου τράπεζαν Ἀμὰν καὶ οὐκ ἐδόξασα συμπόσιον βασιλέως, οὐδὲ ἔπιον οἶνον σπονδῶν·",,,,"And your slave woman has not eaten the table of Haman, and I did not glorify the banquet of the king, nor did I drink wine of libations;"
Greek Esther Additions 4:17ψ,ESGA,Greek Esther Additions,4,17ψ,"καὶ οὐκ ηὐφράνθη ἡ δούλη σου ἀφ᾿ ἡμέρας μεταβολῆς μου μέχρι νῦν, πλὴν ἐπὶ σοί, Κύριε, ὁ Θεὸς Ἁβραάμ.",,,,"and your slave woman has not rejoiced from the day of my change until now, except in you, Lord, God of Abraham."
Greek Esther Additions 4:17ω,ESGA,Greek Esther Additions,4,17ω,"ὁ Θεὸς ὁ ἰσχύων ἐπὶ πάντας, εἰσάκουσον φωνὴν ἀπηλπισμένων καὶ ρῦσαι ἡμᾶς ἐκ χειρὸς τῶν πονηρευομένων, καὶ ρῦσαί με ἐκ τοῦ φόβου μου.",,,,"O God, the one strong over all, listen to the voice of those without hope and rescue us from the hand of those doing evil, and rescue me from my fear."
Greek Esther Additions 5:1α,ESGA,Greek Esther Additions,5,1α,"καὶ γενηθεῖσα ἐπιφανής, ἐπικαλεσαμένη τῶν πάντων ἐπόπτην Θεὸν καὶ σωτῆρα, παρέλαβε τὰς δύο ἅβρας· καὶ τῇ μὲν μιᾷ ἐπηρείδετο ὡς τρυφερευομένη, ἡ δὲ ἑτέρα ἐπηκολούθει κουφίζουσα τὴν ἔνδυσιν αὐτῆς,",,,,"And having become splendid, having called upon God the overseer and savior of all, she took along two maids; and on one she leaned as one being delicate, and the other followed, lightening her clothing."
Greek Esther Additions 5:1β,ESGA,Greek Esther Additions,5,1β,"καὶ αὐτὴ ἐρυθριῶσα ἀκμῇ κάλλους αὐτῆς, καὶ τὸ πρόσωπον αὐτῆς ἱλαρὸν ὡς προσφιλές, ἡ δὲ καρδία αὐτῆς ἀπεστενωμένη ἀπὸ τοῦ φόβου.",,,,"And she herself was blushing in the bloom of her beauty, and her face was cheerful as beloved, but her heart was constricted from fear."
Greek Esther Additions 5:1γ,ESGA,Greek Esther Additions,5,1γ,"καὶ εἰσελθοῦσα πάσας τὰς θύρας κατέστη ἐνώπιον τοῦ βασιλέως, καὶ αὐτὸς ἐκάθητο ἐπὶ τοῦ θρόνου τῆς βασιλείας αὐτοῦ καὶ πᾶσαν στολὴν τῆς ἐπιφανείας αὐτοῦ ἐνδεδύκει, ὅλος διὰ χρυσοῦ καὶ λίθων πολυτελῶν, καὶ ἦν φοβερὸς σφόδρα.",,,,"And entering through all the doors, she stood before the king, and he was sitting upon the throne of his kingdom and had put on every robe of his splendor, all through with gold and costly stones, and he was exceedingly fearful."
Greek Esther Additions 5:1δ,ESGA,Greek Esther Additions,5,1δ,"καὶ ἄρας τὸ πρόσωπον αὐτοῦ πεπυρωμένον δόξῃ ἐν ἀκμῇ θυμοῦ ἔβλεψε, καὶ ἔπεσεν ἡ βασίλισσα καὶ μετέβαλε τὸ χρῶμα αὐτῆς ἐν ἐκλύσει καὶ κατεπέκυψεν ἐπὶ τὴν κεφαλὴν τῆς ἅβρας τῆς προπορευομένης.",,,,"And lifting his face, fired with glory in the height of wrath, he looked, and the queen fell and changed her color in faintness and bowed down upon the head of the maid going before."
Greek Esther Additions 5:1ε,ESGA,Greek Esther Additions,5,1ε,"καὶ μετέβαλεν ὁ Θεὸς τὸ πνεῦμα τοῦ βασιλέως εἰς πραΰτητα, καὶ ἀγωνιάσας ἀνεπήδησεν ἀπὸ τοῦ θρόνου αὐτοῦ καὶ ἀνέλαβεν αὐτὴν ἐπὶ τὰς ἀγκάλας αὐτοῦ, μέχρις οὗ κατέστη, καὶ παρεκάλει αὐτὴν λόγοις εἰρηνικοῖς καὶ εἶπεν αὐτῇ·",,,,"And God changed the spirit of the king to gentleness, and in agony he leapt up from his throne and took her into his arms until she recovered, and he comforted her with peaceful words and said to her,"
Greek Esther Additions 5:1ζ,ESGA,Greek Esther Additions,5,1ζ,"τί ἐστιν Ἐσθήρ; ἐγὼ ὁ ἀδελφός σου, θάρσει, οὐ μὴ ἀποθάνῃς ὅτι κοινὸν τὸ πρόσταγμα ἡμῶν ἐστι· πρόσελθε.",,,,"What is it, Esther? I am your brother. Take courage; you shall not die, because our ordinance is common. Draw near."
Greek Esther Additions 5:2α,ESGA,Greek Esther Additions,5,2α,"καὶ εἶπεν αὐτῷ· εἶδόν σε, κύριε, ὡς ἄγγελον Θεοῦ, καὶ ἐταράχθη ἡ καρδία μου ἀπὸ φόβου τῆς δόξης σου, ὅτι θαυμαστὸς εἶ, κύριε, καὶ τὸ πρόσωπόν σου χαρίτων μεστόν.",,,,"And she said to him, I saw you, lord, as an angel of God, and my heart was troubled from fear of your glory, because you are marvelous, lord, and your face is full of favors."
Greek Esther Additions 5:2β,ESGA,Greek Esther Additions,5,2β,"ἐν δὲ τῷ διαλέγεσθαι αὐτὴν ἔπεσεν ἀπὸ ἐκλύσεως αὐτῆς καὶ ὁ βασιλεὺς ἐταράσσετο, καὶ πᾶσα ἡ θεραπεία αὐτοῦ παρεκάλει αὐτήν.",,,,"And while she was speaking, she fell from her faintness, and the king was troubled, and all his attendants comforted her."
Greek Esther Additions 8:12α,ESGA,Greek Esther Additions,8,12α,Ὧν ἐστιν ἀντίγραφον τῆς ἐπιστολῆς τὰ ὑπογεγραμμένα·,,,,"Of these, the things written below are a copy of the letter:"
Greek Esther Additions 8:12β,ESGA,Greek Esther Additions,8,12β,"‘βασιλεὺς μέγας Ἀρταξέρξης τοῖς ἀπὸ τῆς Ἰνδικῆς ἕως τῆς Αἰθιοπίας ἑκατὸν εἰκοσιεπτὰ σατραπείαις χωρῶν ἄρχουσι καὶ τοῖς τὰ ἡμέτερα φρονοῦσι, χαίρειν.",,,,"Great King Artaxerxes, to the rulers of the 127 satrapies of countries from India to Ethiopia and to those mindful of our interests, greetings."
Greek Esther Additions 8:12γ,ESGA,Greek Esther Additions,8,12γ,"πολλοὶ τῇ πλείστῃ τῶν εὐεργετούντων χρηστότητι πυκνότερον τιμώμενοι μεῖζον ἐφρόνησαν καὶ οὐ μόνον τοὺς ὑποτεταγμένους ἡμῖν ζητοῦσι κακοποιεῖν, τόν τε κόρον οὐ δυνάμενοι φέρειν καὶ τοῖς ἑαυτῶν εὐεργέταις ἐπιχειροῦσιν μηχανᾶσθαι·",,,,"Many, being honored repeatedly by the greatest kindness of benefactors, became more proud and seek not only to harm those subject to us, but being unable to bear abundance, they attempt to scheme against their own benefactors;"
Greek Esther Additions 8:12δ,ESGA,Greek Esther Additions,8,12δ,"καὶ τὴν εὐχαριστίαν οὐ μόνον ἐκ τῶν ἀνθρώπων ἀνταναιροῦντες, ἀλλὰ καὶ τοῖς τῶν ἀπειραγάθων κόμποις ἐπαρθέντες, τοῦ τὰ πάντα κατοπτεύοντος ἀεὶ Θεοῦ μισοπόνηρον ὑπολαμβάνουσιν ἐκφεύξεσθαι δίκην.",,,,"and not only taking away gratitude from people, but also being lifted up by the boasts of those inexperienced in good things, they suppose they will escape the evil-hating justice of God, who always watches all things."
Greek Esther Additions 8:12ε,ESGA,Greek Esther Additions,8,12ε,"πολλάκις δὲ καὶ πολλοὺς τῶν ἐπ᾿ ἐξουσίαις τεταγμένων τῶν πιστευθέντων χειρίζειν φίλων τὰ πράγματα παραμυθία μετόχους αἱμάτων ἀθώων καταστήσασα, περιέβαλε συμφοραῖς ἀνηκέστοις,",,,,"And often the counsel of friends entrusted to handle affairs has made many of those appointed over authorities partners in innocent blood and wrapped them in irremediable calamities,"
Greek Esther Additions 8:12ζ,ESGA,Greek Esther Additions,8,12ζ,τῷ τῆς κακοηθείας ψευδεῖ παραλογισμῷ παραλογισαμένων τὴν τῶν ἐπικρατούντων ἀκέραιον εὐγνωμοσύνην.,,,,"by the false deception of evil character, deceiving the sincere goodwill of those holding power."
Greek Esther Additions 8:12η,ESGA,Greek Esther Additions,8,12η,"σκοπεῖν δὲ ἔξεστιν, οὐ τοσοῦτον ἐκ τῶν παλαιοτέρων ὧν παρεδώκαμεν ἱστοριῶν, ὅσα ἐστὶ παρὰ πόδας ὑμᾶς ἐκζητοῦντας ἀνοσίως συντετελεσμένα τῇ τῶν ἀνάξια δυναστευόντων λοιμότητι,",,,,"And it is possible to observe, not so much from the older histories that we have handed down, as from the things near at hand, if you examine what has been impiously completed by the pestilence of those unworthily exercising power,"
Greek Esther Additions 8:12θ,ESGA,Greek Esther Additions,8,12θ,"καὶ προσέχειν εἰς τὰ μετὰ ταῦτα εἰς τὸ τὴν βασιλείαν ἀτάραχον τοῖς πᾶσιν ἀνθρώποις μετ᾿ εἰρήνης παρεξόμεθα,",,,,"and to take care for the future, so that we may provide the kingdom undisturbed with peace for all people,"
Greek Esther Additions 8:12ι,ESGA,Greek Esther Additions,8,12ι,"χρώμενοι ταῖς μεταβολαῖς, τὰ δὲ ὑπὸ τὴν ὄψιν ἐρχόμενα διακρίνοντες ἀεὶ μετ᾿ ἐπιεικεστέρας ἀπαντήσεως.",,,,making use of changes and always discerning the things coming into view with a more equitable response.
Greek Esther Additions 8:12κ,ESGA,Greek Esther Additions,8,12κ,"ὡς γὰρ Ἀμὰν Ἀμαδάθου Μακεδών, ταῖς ἀληθείας ἀλλότριος τοῦ τῶν Περσῶν αἵματος καὶ πολὺ διεστηκὼς τῆς ἡμετέρας χρηστότητος, ἐπιξενωθεὶς ἡμῖν",,,,"For Haman son of Hamadathos, a Macedonian, truly a foreigner to the blood of the Persians and much removed from our kindness, having been received as a guest by us,"
Greek Esther Additions 8:12λ,ESGA,Greek Esther Additions,8,12λ,"ἔτυχεν, ἧς ἔχομεν πρὸς πᾶν ἔθνος φιλανθρωπίας ἐπὶ τοσοῦτον, ὥστε ἀναγορεύεσθαι ἡμῶν πατέρα καὶ προσκυνούμενον ὑπὸ πάντων τὸ δεύτερον τοῦ βασιλικοῦ θρόνου πρόσωπον διατελεῖν·",,,,"obtained so much of the love for humanity that we have toward every nation that he was proclaimed our father and continued as the second person of the royal throne, worshiped by all;"
Greek Esther Additions 8:12μ,ESGA,Greek Esther Additions,8,12μ,"οὐκ ἐνέγκας δὲ τὴν ὑπερηφανίαν ἐπετήδευσε τῆς ἀρχῆς στερῆσαι ἡμᾶς καὶ τοῦ πνεύματος,",,,,"but unable to bear his arrogance, he undertook to deprive us of rule and of spirit,"
Greek Esther Additions 8:12ν,ESGA,Greek Esther Additions,8,12ν,τόν τε ἡμέτερον σωτῆρα καὶ διαπαντὸς εὐεργέτην Μαρδοχαῖον καὶ τὴν ἄμεμπτον τῆς βασιλείας κοινωνὸν Ἐσθὴρ σὺν παντὶ τῷ τούτων ἔθνει πολυπλόκοις μεθόδων παραλογισμοῖς αἰτησάμενος εἰς ἀπώλειαν·,,,,"having requested for destruction our savior and continual benefactor Mordecai and Esther, the blameless sharer of the kingdom, with all their nation, by many-woven deceptive methods;"
Greek Esther Additions 8:12ξ,ESGA,Greek Esther Additions,8,12ξ,"διὰ γὰρ τῶν τρόπων τούτων ᾠήθη λαβὼν ἡμᾶς ἐρήμους, τὴν τῶν Περσῶν ἐπικράτησιν εἰς τοὺς Μακεδόνας μετάξαι.",,,,"for through these ways he thought that, having taken us bereft, he would transfer the dominion of the Persians to the Macedonians."
Greek Esther Additions 8:12ο,ESGA,Greek Esther Additions,8,12ο,"ἡμεῖς δὲ τοὺς ὑπὸ τοῦ τρισαλιτηρίου παραδεδομένους εἰς ἀφανισμὸν Ἰουδαίους, εὑρίσκομεν οὐ κακούργους ὄντας, δικαιοτάτοις δὲ πολιτευομένους νόμοις,",,,,"But we find that the Jews, handed over to destruction by the thrice-criminal one, are not evildoers, but are governed by most righteous laws,"
Greek Esther Additions 8:12π,ESGA,Greek Esther Additions,8,12π,ὄντας δὲ υἱοὺς τοῦ Ὑψίστου μεγίστου ζῶντος Θεοῦ τοῦ κατευθύνοντος ἡμῖν τε καὶ τοῖς προγόνοις ἡμῶν τὴν βασιλείαν ἐν τῇ καλλίστῃ διαθέσει.,,,,"and are sons of the Most High, greatest, living God, who directs the kingdom for us and for our ancestors in the fairest arrangement."
Greek Esther Additions 8:12ρ,ESGA,Greek Esther Additions,8,12ρ,"καλῶς οὗν ποιήσετε μὴ προσχρησάμενοι τοῖς ὑπὸ Ἀμὰν Ἀμαδάθου ἀποσταλεῖσι γράμμασι διὰ τὸν αὐτὸν τὸν ταῦτα ἐξεργασάμενον πρὸς ταῖς Σούσων πύλαις ἐσταυρῶσθαι σὺν τῇ πανοικίᾳ, τὴν καταξίαν τοῦ τὰ πάντα ἐπικρατοῦντος Θεοῦ διὰ τάχους ἀποδόντος αὐτῷ κρίσιν.",,,,"Therefore you will do well not making use of the letters sent by Haman son of Hamadathos, because he himself who produced these things has been staked at the gates of Susa with his whole household, God who rules all having swiftly given him the judgment he deserved."
Greek Esther Additions 8:12σ,ESGA,Greek Esther Additions,8,12σ,"τὸ δὲ ἀντίγραφον τῆς ἐπιστολῆς ταύτης ἐκθέντες ἐν παντὶ τόπῳ μετὰ παρρησίας, ἐᾶν τοὺς Ἰουδαίους χρῆσθαι τοῖς ἑαυτῶν νομίμοις καὶ συνεπισχύειν αὐτοῖς, ὅπως τοὺς ἐν καιρῷ θλίψεως ἐπιθεμένους αὐτοῖς ἀμύνωνται τῇ τρισκαιδεκάτῃ τοῦ δωδεκάτου μηνὸς Ἀδὰρ τῇ αὐτῇ ἡμέρᾳ·",,,,"And setting out the copy of this letter openly in every place, allow the Jews to use their own customs and give them support, so that on the thirteenth of the twelfth month Adar, the same day, they may defend themselves against those attacking them in time of affliction;"
Greek Esther Additions 8:12τ,ESGA,Greek Esther Additions,8,12τ,ταύτην γὰρ ὁ τὰ πάντα δυναστεύων Θεὸς ἀντ᾿ ὀλεθρίας τοῦ ἐκλεκτοῦ γένους ἐποίησεν αὐτοῖς εὐφροσύνην.,,,,for this day God who rules all made for them gladness instead of the destruction of the chosen race.
Greek Esther Additions 8:12υ,ESGA,Greek Esther Additions,8,12υ,"καὶ ὑμεῖς οὖν ἐν ταῖς ἐπωνύμοις ὑμῶν ἑορταῖς ἐπίσημον ἡμέραν μετὰ πάσης εὐωχίας ἄγεται, ὅπως καὶ νῦν καὶ μετὰ ταῦτα σωτηρία ᾖ ἡμῖν καὶ τοῖς εὐνοοῦσι Πέρσαις, τοῖς δὲ ἡμῖν ἐπιβουλεύουσι μνημόσυνον τῆς ἀπωλείας.",,,,"And therefore, among your named feasts, you also shall celebrate a notable day with every feasting, so that both now and after these things there may be salvation for us and for the well-disposed Persians, but for those plotting against us a memorial of destruction."
