ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Leviticus 24:10,LEV,Leviticus,24,10,και εξηλθεν υιος γυναικος ισραηλιτιδος και ουτος ην υιος αιγυπτιου εν τοις υιοις ισραηλ και εμαχεσαντο εν τη παρεμβολη ο εκ της ισραηλιτιδος και ο ανθρωπος ο ισραηλιτης,,,,"And there came out a son of an Israelite woman, and he was the son of an Egyptian, among the sons of Israel, and the one from the Israelite woman and the Israelite man fought in the camp."
Leviticus 24:11,LEV,Leviticus,24,11,και επονομασας ο υιος της γυναικος της ισραηλιτιδος το ονομα κατηρασατο και ηγαγον αυτον προς μωυσην και το ονομα της μητρος αυτου σαλωμιθ θυγατηρ δαβρι εκ της φυλης δαν,,,,"And the son of the Israelite woman, having named the Name, cursed, and they brought him to Moses. And his mother's name was Shelomith, daughter of Dibri, from the tribe of Dan."
Leviticus 24:12,LEV,Leviticus,24,12,και απεθεντο αυτον εις φυλακην διακριναι αυτον δια προσταγματος κυριου,,,,"And they put him into custody, to judge him by the command of the Lord."
Leviticus 24:13,LEV,Leviticus,24,13,και ελαλησεν κυριος προς μωυσην λεγων,,,,"And the Lord spoke to Moses, saying,"
Leviticus 24:14,LEV,Leviticus,24,14,εξαγαγε τον καταρασαμενον εξω της παρεμβολης και επιθησουσιν παντες οι ακουσαντες τας χειρας αυτων επι την κεφαλην αυτου και λιθοβολησουσιν αυτον πασα η συναγωγη,,,,"Bring out the one who cursed outside the camp, and let all who heard place their hands on his head, and let all the congregation stone him."
Leviticus 24:15,LEV,Leviticus,24,15,και τοις υιοις ισραηλ λαλησον και ερεις προς αυτους ανθρωπος ος εαν καταρασηται θεον αμαρτιαν λημψεται,,,,"And speak to the sons of Israel, and you shall say to them: A man who curses God shall bear sin."
Leviticus 24:16,LEV,Leviticus,24,16,ονομαζων δε το ονομα κυριου θανατω θανατουσθω λιθοις λιθοβολειτω αυτον πασα συναγωγη ισραηλ εαν τε προσηλυτος εαν τε αυτοχθων εν τω ονομασαι αυτον το ονομα κυριου τελευτατω,,,,"And the one naming the name of the Lord, let him surely be put to death; with stones let all the congregation stone him. Whether newcomer or native-born, when he names the name of the Lord, let him die."
Leviticus 24:17,LEV,Leviticus,24,17,και ανθρωπος ος αν παταξη ψυχην ανθρωπου και αποθανη θανατω θανατουσθω,,,,"And a man who strikes a human life, and it dies, let him surely be put to death."
Leviticus 24:18,LEV,Leviticus,24,18,και ος αν παταξη κτηνος και αποθανη αποτεισατω ψυχην αντι ψυχης,,,,"And whoever strikes an animal and it dies, let him pay life for life."
Leviticus 24:19,LEV,Leviticus,24,19,και εαν τις δω μωμον τω πλησιον ως εποιησεν αυτω ωσαυτως αντιποιηθησεται αυτω,,,,"And if anyone gives a blemish to his neighbor, as he did, so it shall be done back to him:"
Leviticus 24:20,LEV,Leviticus,24,20,συντριμμα αντι συντριμματος οφθαλμον αντι οφθαλμου οδοντα αντι οδοντος καθοτι αν δω μωμον τω ανθρωπω ουτως δοθησεται αυτω,,,,"fracture for fracture, eye for eye, tooth for tooth. According as he gave a blemish to a person, so shall it be given to him."
Leviticus 24:21,LEV,Leviticus,24,21,ος αν παταξη ανθρωπον και αποθανη θανατω θανατουσθω,,,,"Whoever strikes a person and he dies, let him surely be put to death."
Leviticus 24:22,LEV,Leviticus,24,22,δικαιωσις μια εσται τω προσηλυτω και τω εγχωριω οτι εγω ειμι κυριος ο θεος υμων,,,,"One righteous judgment shall be for the newcomer and for the native-born, because I am the Lord your God."
Leviticus 24:23,LEV,Leviticus,24,23,και ελαλησεν μωυσης τοις υιοις ισραηλ και εξηγαγον τον καταρασαμενον εξω της παρεμβολης και ελιθοβολησαν αυτον εν λιθοις και οι υιοι ισραηλ εποιησαν καθα συνεταξεν κυριος τω μωυση,,,,"And Moses spoke to the sons of Israel, and they brought out the one who cursed outside the camp and stoned him with stones. And the sons of Israel did just as the Lord commanded Moses."
Leviticus 25:1,LEV,Leviticus,25,1,και ελαλησεν κυριος προς μωυσην εν τω ορει σινα λεγων,,,,"And the Lord spoke to Moses on Mount Sinai, saying,"
Leviticus 25:2,LEV,Leviticus,25,2,λαλησον τοις υιοις ισραηλ και ερεις προς αυτους εαν εισελθητε εις την γην ην εγω διδωμι υμιν και αναπαυσεται η γη ην εγω διδωμι υμιν σαββατα τω κυριω,,,,"Speak to the sons of Israel, and you shall say to them: When you enter the land that I give you, the land that I give you shall rest, Sabbaths to the Lord."
Leviticus 25:3,LEV,Leviticus,25,3,εξ ετη σπερεις τον αγρον σου και εξ ετη τεμεις την αμπελον σου και συναξεις τον καρπον αυτης,,,,"Six years you shall sow your field, and six years you shall prune your vineyard and gather its fruit."
Leviticus 25:4,LEV,Leviticus,25,4,τω δε ετει τω εβδομω σαββατα αναπαυσις εσται τη γη σαββατα τω κυριω τον αγρον σου ου σπερεις και την αμπελον σου ου τεμεις,,,,"But in the seventh year there shall be Sabbaths of rest for the land, Sabbaths to the Lord. Your field you shall not sow, and your vineyard you shall not prune."
Leviticus 25:5,LEV,Leviticus,25,5,και τα αυτοματα αναβαινοντα του αγρου σου ουκ εκθερισεις και την σταφυλην του αγιασματος σου ουκ εκτρυγησεις ενιαυτος αναπαυσεως εσται τη γη,,,,"And the spontaneous growths of your field you shall not reap, and the grapes of your consecrated growth you shall not gather. It shall be a year of rest for the land."
Leviticus 25:6,LEV,Leviticus,25,6,και εσται τα σαββατα της γης βρωματα σοι και τω παιδι σου και τη παιδισκη σου και τω μισθωτω σου και τω παροικω τω προσκειμενω προς σε,,,,"And the Sabbaths of the land shall be food for you and for your servant and for your maidservant and for your hired worker and for the resident staying with you,"
Leviticus 25:7,LEV,Leviticus,25,7,και τοις κτηνεσιν σου και τοις θηριοις τοις εν τη γη σου εσται παν το γενημα αυτου εις βρωσιν,,,,and for your cattle and for the wild animals in your land. All its produce shall be for eating.
Leviticus 25:8,LEV,Leviticus,25,8,και εξαριθμησεις σεαυτω επτα αναπαυσεις ετων επτα ετη επτακις και εσονται σοι επτα εβδομαδες ετων εννεα και τεσσαρακοντα ετη,,,,"And you shall count for yourself seven rests of years, seven years seven times, and there shall be for you seven weeks of years, forty-nine years."
Leviticus 25:9,LEV,Leviticus,25,9,και διαγγελειτε σαλπιγγος φωνη εν παση τη γη υμων τω μηνι τω εβδομω τη δεκατη του μηνος τη ημερα του ιλασμου διαγγελειτε σαλπιγγι εν παση τη γη υμων,,,,"And you shall proclaim a trumpet's sound through all your land in the seventh month, on the tenth day of the month. On the day of atonement you shall proclaim with trumpet through all your land."
Leviticus 25:10,LEV,Leviticus,25,10,και αγιασετε το ετος το πεντηκοστον ενιαυτον και διαβοησετε αφεσιν επι της γης πασιν τοις κατοικουσιν αυτην ενιαυτος αφεσεως σημασια αυτη εσται υμιν και απελευσεται εις εκαστος εις την κτησιν αυτου και εκαστος εις την πατριδα αυτου απελευσεσθε,,,,"And you shall sanctify the fiftieth year, and you shall proclaim release upon the land to all dwelling in it. This year shall be for you a signal of release, and each shall go out to his possession, and each shall return to his homeland."
Leviticus 25:11,LEV,Leviticus,25,11,αφεσεως σημασια αυτη το ετος το πεντηκοστον ενιαυτος εσται υμιν ου σπερειτε ουδε αμησετε τα αυτοματα αναβαινοντα αυτης και ου τρυγησετε τα ηγιασμενα αυτης,,,,"This fiftieth year shall be for you a signal of release. You shall not sow, nor reap its spontaneous growths, nor gather its consecrated produce."
Leviticus 25:12,LEV,Leviticus,25,12,οτι αφεσεως σημασια εστιν αγιον εσται υμιν απο των πεδιων φαγεσθε τα γενηματα αυτης,,,,"Because it is a signal of release, it shall be holy to you. From the fields you shall eat its produce."
Leviticus 25:13,LEV,Leviticus,25,13,εν τω ετει της αφεσεως σημασια αυτης επανελευσεται εκαστος εις την κτησιν αυτου,,,,In this year of its signal of release each shall return to his possession.
Leviticus 25:14,LEV,Leviticus,25,14,εαν δε αποδω πρασιν τω πλησιον σου εαν και κτηση παρα του πλησιον σου μη θλιβετω ανθρωπος τον πλησιον,,,,"And if you make a sale to your neighbor, or acquire from your neighbor, let no one oppress his neighbor."
Leviticus 25:15,LEV,Leviticus,25,15,κατα αριθμον ετων μετα την σημασιαν κτηση παρα του πλησιον κατα αριθμον ενιαυτων γενηματων αποδωσεται σοι,,,,According to the number of years after the signal you shall acquire from your neighbor; according to the number of crop-years he shall sell to you.
Leviticus 25:16,LEV,Leviticus,25,16,καθοτι αν πλειον των ετων πληθυνη την εγκτησιν αυτου και καθοτι αν ελαττον των ετων ελαττονωση την κτησιν αυτου οτι αριθμον γενηματων αυτου ουτως αποδωσεται σοι,,,,"According as the years are many, you shall increase its purchase, and according as the years are few, you shall lessen its purchase, because according to the number of its crops he sells to you."
Leviticus 25:17,LEV,Leviticus,25,17,μη θλιβετω ανθρωπος τον πλησιον και φοβηθηση κυριον τον θεον σου εγω ειμι κυριος ο θεος υμων,,,,"Let no one oppress his neighbor, and you shall fear the Lord your God. I am the Lord your God."
Leviticus 25:18,LEV,Leviticus,25,18,και ποιησετε παντα τα δικαιωματα μου και πασας τας κρισεις μου και φυλαξασθε και ποιησετε αυτα και κατοικησετε επι της γης πεποιθοτες,,,,"And you shall do all my ordinances and all my judgments, and keep them and do them, and you shall dwell confidently on the land."
Leviticus 25:19,LEV,Leviticus,25,19,και δωσει η γη τα εκφορια αυτης και φαγεσθε εις πλησμονην και κατοικησετε πεποιθοτες επ' αυτης,,,,"And the land shall give its produce, and you shall eat to fullness and dwell confidently on it."
Leviticus 25:20,LEV,Leviticus,25,20,εαν δε λεγητε τι φαγομεθα εν τω ετει τω εβδομω τουτω εαν μη σπειρωμεν μηδε συναγαγωμεν τα γενηματα ημων,,,,"And if you say, What shall we eat in this seventh year, if we do not sow nor gather our produce?"
Leviticus 25:21,LEV,Leviticus,25,21,και αποστελω την ευλογιαν μου υμιν εν τω ετει τω εκτω και ποιησει τα γενηματα αυτης εις τα τρια ετη,,,,"Then I will send my blessing to you in the sixth year, and it shall make its produce for three years."
Leviticus 25:22,LEV,Leviticus,25,22,και σπερειτε το ετος το ογδοον και φαγεσθε απο των γενηματων παλαια εως του ετους του ενατου εως αν ελθη το γενημα αυτης φαγεσθε παλαια παλαιων,,,,"And you shall sow in the eighth year and eat from the old produce until the ninth year; until its produce comes in, you shall eat old stores of old things."
Leviticus 25:23,LEV,Leviticus,25,23,και η γη ου πραθησεται εις βεβαιωσιν εμη γαρ εστιν η γη διοτι προσηλυτοι και παροικοι υμεις εστε εναντιον μου,,,,"And the land shall not be sold into permanence, because the land is mine. For you are newcomers and residents before me."
Leviticus 25:24,LEV,Leviticus,25,24,και κατα πασαν γην κατασχεσεως υμων λυτρα δωσετε της γης,,,,And through all the land of your possession you shall give redemption for the land.
Leviticus 25:25,LEV,Leviticus,25,25,εαν δε πενηται ο αδελφος σου ο μετα σου και αποδωται απο της κατασχεσεως αυτου και ελθη ο αγχιστευων εγγιζων εγγιστα αυτου και λυτρωσεται την πρασιν του αδελφου αυτου,,,,"And if your brother beside you becomes poor and sells from his possession, and his near kinsman comes, the one nearest to him, he shall redeem the sale of his brother."
Leviticus 25:26,LEV,Leviticus,25,26,εαν δε μη η τινι ο αγχιστευων και ευπορηθη τη χειρι και ευρεθη αυτω το ικανον λυτρα αυτου,,,,"And if he has no kinsman, but his hand prospers and sufficient redemption is found for him,"
Leviticus 25:27,LEV,Leviticus,25,27,και συλλογιειται τα ετη της πρασεως αυτου και αποδωσει ο υπερεχει τω ανθρωπω ω απεδοτο εαυτον αυτω και απελευσεται εις την κατασχεσιν αυτου,,,,"then he shall calculate the years of his sale and pay back the surplus to the man to whom he sold himself, and he shall return to his possession."
Leviticus 25:28,LEV,Leviticus,25,28,εαν δε μη ευπορηθη η χειρ αυτου το ικανον ωστε αποδουναι αυτω και εσται η πρασις τω κτησαμενω αυτα εως του εκτου ετους της αφεσεως και εξελευσεται τη αφεσει και απελευσεται εις την κατασχεσιν αυτου,,,,"But if his hand does not prosper enough to repay him, then the sale shall remain with the one who acquired it until the year of release, and he shall go out in the release and return to his possession."
Leviticus 25:29,LEV,Leviticus,25,29,εαν δε τις αποδωται οικιαν οικητην εν πολει τετειχισμενη και εσται η λυτρωσις αυτης εως πληρωθη ενιαυτος ημερων εσται η λυτρωσις αυτης,,,,"And if anyone sells a dwelling house in a walled city, its redemption shall continue until a full year of days is completed; its redemption shall last a full year."
Leviticus 25:30,LEV,Leviticus,25,30,εαν δε μη λυτρωθη εως αν πληρωθη αυτης ενιαυτος ολος κυρωθησεται η οικια η ουσα εν πολει τη εχουση τειχος βεβαιως τω κτησαμενω αυτην εις τας γενεας αυτου και ουκ εξελευσεται εν τη αφεσει,,,,"But if it is not redeemed until a whole year is completed for it, then the house in the city that has a wall shall be confirmed permanently to the one who acquired it, throughout his generations. It shall not go out in the release."
Leviticus 25:31,LEV,Leviticus,25,31,αι δε οικιαι αι εν επαυλεσιν αις ουκ εστιν εν αυταις τειχος κυκλω προς τον αγρον της γης λογισθητωσαν λυτρωται δια παντος εσονται και εν τη αφεσει εξελευσονται,,,,"But the houses in villages that have no wall around them shall be counted with the field of the land. They shall always be redeemable, and in the release they shall go out."
Leviticus 25:32,LEV,Leviticus,25,32,και αι πολεις των λευιτων οικιαι των πολεων αυτων κατασχεσεως λυτρωται δια παντος εσονται τοις λευιταις,,,,"And the cities of the Levites, the houses of the cities of their possession, shall always be redeemable for the Levites."
Leviticus 25:33,LEV,Leviticus,25,33,και ος αν λυτρωσαμενος παρα των λευιτων και εξελευσεται η διαπρασις αυτων οικιων πολεως κατασχεσεως αυτων εν τη αφεσει οτι οικιαι των πολεων των λευιτων κατασχεσις αυτων εν μεσω υιων ισραηλ,,,,"And whoever redeems from the Levites, then the sale of houses of the city of their possession shall go out in the release, because the houses of the cities of the Levites are their possession in the midst of the sons of Israel."
Leviticus 25:34,LEV,Leviticus,25,34,και οι αγροι οι αφωρισμενοι ταις πολεσιν αυτων ου πραθησονται οτι κατασχεσις αιωνια τουτο αυτων εστιν,,,,"And the fields set apart for their cities shall not be sold, because this is their everlasting possession."
Leviticus 25:35,LEV,Leviticus,25,35,εαν δε πενηται ο αδελφος σου και αδυνατηση ταις χερσιν παρα σοι αντιλημψη αυτου ως προσηλυτου και παροικου και ζησεται ο αδελφος σου μετα σου,,,,"And if your brother becomes poor and grows weak in his hands beside you, you shall take hold of him as of a newcomer and a resident, and your brother shall live with you."
Leviticus 25:36,LEV,Leviticus,25,36,ου λημψη παρ' αυτου τοκον ουδε επι πληθει και φοβηθηση τον θεον σου εγω κυριος και ζησεται ο αδελφος σου μετα σου,,,,"You shall not take interest from him, nor increase, and you shall fear your God. I am the Lord, and your brother shall live with you."
Leviticus 25:37,LEV,Leviticus,25,37,το αργυριον σου ου δωσεις αυτω επι τοκω και επι πλεονασμον ου δωσεις αυτω τα βρωματα σου,,,,"Your silver you shall not give to him at interest, and your food you shall not give to him for increase."
Leviticus 25:38,LEV,Leviticus,25,38,εγω κυριος ο θεος υμων ο εξαγαγων υμας εκ γης αιγυπτου δουναι υμιν την γην χανααν ωστε ειναι υμων θεος,,,,"I am the Lord your God, who brought you out from the land of Egypt, to give you the land of Canaan, so as to be your God."
Leviticus 25:39,LEV,Leviticus,25,39,εαν δε ταπεινωθη ο αδελφος σου παρα σοι και πραθη σοι ου δουλευσει σοι δουλειαν οικετου,,,,"And if your brother beside you is humbled and is sold to you, he shall not serve you with a servant's service."
Leviticus 25:40,LEV,Leviticus,25,40,ως μισθωτος η παροικος εσται σοι εως του ετους της αφεσεως εργαται παρα σοι,,,,"He shall be with you as a hired worker or a resident. He shall work beside you until the year of release,"
Leviticus 25:41,LEV,Leviticus,25,41,και εξελευσεται τη αφεσει και τα τεκνα αυτου μετ' αυτου και απελευσεται εις την γενεαν αυτου εις την κατασχεσιν την πατρικην αποδραμειται,,,,"and he shall go out in the release, he and his children with him, and he shall return to his family; to his paternal possession he shall run back."
Leviticus 25:42,LEV,Leviticus,25,42,διοτι οικεται μου εισιν ουτοι ους εξηγαγον εκ γης αιγυπτου ου πραθησεται εν πρασει οικετου,,,,"Because these are my domestics, whom I brought out from the land of Egypt. They shall not be sold in a servant's sale."
Leviticus 25:43,LEV,Leviticus,25,43,ου κατατενεις αυτον εν τω μοχθω και φοβηθηση κυριον τον θεον σου,,,,"You shall not stretch him hard in toil, and you shall fear the Lord your God."
Leviticus 25:44,LEV,Leviticus,25,44,και παις και παιδισκη οσοι αν γενωνται σοι απο των εθνων οσοι κυκλω σου εισιν απ' αυτων κτησεσθε δουλον και δουλην,,,,"And slave and slave-girl, as many as may come to you from the nations that are around you, from them you shall acquire male slave and female slave."
Leviticus 25:45,LEV,Leviticus,25,45,και απο των υιων των παροικων των οντων εν υμιν απο τουτων κτησεσθε και απο των συγγενων αυτων οσοι αν γενωνται εν τη γη υμων εστωσαν υμιν εις κατασχεσιν,,,,"And from the sons of the residents who are among you, from these you shall acquire, and from their families, as many as may be born in your land, and they shall be for you as a possession."
Leviticus 25:46,LEV,Leviticus,25,46,και καταμεριειτε αυτους τοις τεκνοις υμων μεθ' υμας και εσονται υμιν κατοχιμοι εις τον αιωνα των αδελφων υμων των υιων ισραηλ εκαστος τον αδελφον αυτου ου κατατενει αυτον εν τοις μοχθοις,,,,"And you shall distribute them to your children after you, and they shall be for you as permanent holdings forever. But among your brothers, the sons of Israel, no one shall stretch his brother hard in toils."
Leviticus 25:47,LEV,Leviticus,25,47,εαν δε ευρη η χειρ του προσηλυτου η του παροικου του παρα σοι και απορηθεις ο αδελφος σου πραθη τω προσηλυτω η τω παροικω τω παρα σοι εκ γενετης προσηλυτω,,,,"And if the hand of the newcomer or the resident beside you prospers, and your brother grows poor and is sold to the newcomer or resident beside you, to one born from newcomer stock,"
Leviticus 25:48,LEV,Leviticus,25,48,μετα το πραθηναι αυτω λυτρωσις εσται αυτω εις των αδελφων αυτου λυτρωσεται αυτον,,,,"after he has been sold, redemption shall be for him; one of his brothers shall redeem him."
Leviticus 25:49,LEV,Leviticus,25,49,αδελφος πατρος αυτου η υιος αδελφου πατρος λυτρωσεται αυτον η απο των οικειων των σαρκων αυτου εκ της φυλης αυτου λυτρωσεται αυτον εαν δε ευπορηθεις ταις χερσιν λυτρωσηται εαυτον,,,,"His father's brother or the son of his father's brother shall redeem him, or one from his own flesh, from his tribe, shall redeem him. But if he prospers in his hands, he may redeem himself."
Leviticus 25:50,LEV,Leviticus,25,50,και συλλογιειται προς τον κεκτημενον αυτον απο του ετους ου απεδοτο εαυτον αυτω εως του ενιαυτου της αφεσεως και εσται το αργυριον της πρασεως αυτου ως μισθιου ετος εξ ετους εσται μετ' αυτου,,,,"And he shall calculate with the one who acquired him from the year that he sold himself to him until the year of release, and the silver of his sale shall be according to a hired worker's wage, year by year it shall be with him."
Leviticus 25:51,LEV,Leviticus,25,51,εαν δε τινι πλειον των ετων η προς ταυτα αποδωσει τα λυτρα αυτου απο του αργυριου της πρασεως αυτου,,,,"And if many years remain, according to these he shall pay his redemption from the silver of his sale."
Leviticus 25:52,LEV,Leviticus,25,52,εαν δε ολιγον καταλειφθη απο των ετων εις τον ενιαυτον της αφεσεως και συλλογιειται αυτω κατα τα ετη αυτου και αποδωσει τα λυτρα αυτου,,,,"And if only a few years remain until the year of release, then he shall calculate for him according to his years, and he shall pay his redemption."
Leviticus 25:53,LEV,Leviticus,25,53,ως μισθωτος ενιαυτον εξ ενιαυτου εσται μετ' αυτου ου κατατενεις αυτον εν τω μοχθω ενωπιον σου,,,,He shall be with him as a hired worker year by year. You shall not stretch him hard in toil before you.
Leviticus 25:54,LEV,Leviticus,25,54,εαν δε μη λυτρωται κατα ταυτα εξελευσεται εν τω ετει της αφεσεως αυτος και τα παιδια αυτου μετ' αυτου,,,,"But if he is not redeemed by these means, he shall go out in the year of release, he and his children with him."
Leviticus 25:55,LEV,Leviticus,25,55,οτι εμοι οι υιοι ισραηλ οικεται παιδες μου ουτοι εισιν ους εξηγαγον εκ γης αιγυπτου εγω κυριος ο θεος υμων,,,,"Because the sons of Israel are mine as domestics. They are my servants, whom I brought out from the land of Egypt. I am the Lord your God."
Leviticus 26:1,LEV,Leviticus,26,1,ου ποιησετε υμιν αυτοις χειροποιητα ουδε γλυπτα ουδε στηλην αναστησετε υμιν ουδε λιθον σκοπον θησετε εν τη γη υμων προσκυνησαι αυτω εγω ειμι κυριος ο θεος υμων,,,,"Do not make for yourselves idols made by hand, nor carved images, nor set up a pillar for yourselves, nor place a watching stone in your land to bow down to it, because I am the Lord your God."
Leviticus 26:2,LEV,Leviticus,26,2,τα σαββατα μου φυλαξεσθε και απο των αγιων μου φοβηθησεσθε εγω ειμι κυριος,,,,"Keep my Sabbaths, and stand in awe before my holy things. I am the Lord."
Leviticus 26:3,LEV,Leviticus,26,3,εαν τοις προσταγμασιν μου πορευησθε και τας εντολας μου φυλασσησθε και ποιησητε αυτας,,,,"If you walk in my ordinances and keep my commands and do them,"
Leviticus 26:4,LEV,Leviticus,26,4,και δωσω τον υετον υμιν εν καιρω αυτου και η γη δωσει τα γενηματα αυτης και τα ξυλα των πεδιων αποδωσει τον καρπον αυτων,,,,"then I will give you rain in its season, and the land will give its produce, and the trees of the plains will yield their fruit."
Leviticus 26:5,LEV,Leviticus,26,5,και καταλημψεται υμιν ο αλοητος τον τρυγητον και ο τρυγητος καταλημψεται τον σπορον και φαγεσθε τον αρτον υμων εις πλησμονην και κατοικησετε μετα ασφαλειας επι της γης υμων,,,,"And threshing will overtake vintage for you, and vintage will overtake sowing, and you will eat your bread to fullness and dwell in safety on your land."
Leviticus 26:6,LEV,Leviticus,26,6,και πολεμος ου διελευσεται δια της γης υμων και δωσω ειρηνην εν τη γη υμων και κοιμηθησεσθε και ουκ εσται υμας ο εκφοβων και απολω θηρια πονηρα εκ της γης υμων,,,,"And war will not pass through your land, and I will give peace in your land, and you will sleep, and there will be none to frighten you, and I will destroy harmful wild beasts from your land."
Leviticus 26:7,LEV,Leviticus,26,7,και διωξεσθε τους εχθρους υμων και πεσουνται εναντιον υμων φονω,,,,"And you will pursue your enemies, and they will fall before you by slaughter."
Leviticus 26:8,LEV,Leviticus,26,8,και διωξονται εξ υμων πεντε εκατον και εκατον υμων διωξονται μυριαδας και πεσουνται οι εχθροι υμων εναντιον υμων μαχαιρα,,,,"And five of you will pursue a hundred, and a hundred of you will pursue myriads, and your enemies will fall before you by sword."
Leviticus 26:9,LEV,Leviticus,26,9,και επιβλεψω εφ' υμας και αυξανω υμας και πληθυνω υμας και στησω την διαθηκην μου μεθ' υμων,,,,"And I will look upon you and increase you and multiply you, and I will establish my covenant with you."
Leviticus 26:10,LEV,Leviticus,26,10,και φαγεσθε παλαια και παλαια παλαιων και παλαια εκ προσωπου νεων εξοισετε,,,,"And you will eat old stores, even very old stores, and you will clear out the old before the new."
Leviticus 26:11,LEV,Leviticus,26,11,και θησω την διαθηκην μου εν υμιν και ου βδελυξεται η ψυχη μου υμας,,,,"And I will set my covenant among you, and my soul will not abhor you."
Leviticus 26:12,LEV,Leviticus,26,12,και εμπεριπατησω εν υμιν και εσομαι υμων θεος και υμεις εσεσθε μου λαος,,,,"And I will walk among you and will be your God, and you will be my people."
Leviticus 26:13,LEV,Leviticus,26,13,εγω ειμι κυριος ο θεος υμων ο εξαγαγων υμας εκ γης αιγυπτου οντων υμων δουλων και συνετριψα τον δεσμον του ζυγου υμων και ηγαγον υμας μετα παρρησιας,,,,"I am the Lord your God, who brought you out of the land of Egypt when you were slaves, and I shattered the bonds of your yoke and led you with boldness."
Leviticus 26:14,LEV,Leviticus,26,14,εαν δε μη υπακουσητε μου μηδε ποιησητε τα προσταγματα μου ταυτα,,,,"But if you do not listen to me and do not do these ordinances,"
Leviticus 26:15,LEV,Leviticus,26,15,αλλα απειθησητε αυτοις και τοις κριμασιν μου προσοχθιση η ψυχη υμων ωστε υμας μη ποιειν πασας τας εντολας μου ωστε διασκεδασαι την διαθηκην μου,,,,"but disobey them, and your soul loathes my judgments, so that you do not do all my commands, so as to break my covenant,"
Leviticus 26:16,LEV,Leviticus,26,16,και εγω ποιησω ουτως υμιν και επισυστησω εφ' υμας την αποριαν την τε ψωραν και τον ικτερον και σφακελιζοντας τους οφθαλμους υμων και την ψυχην υμων εκτηκουσαν και σπερειτε δια κενης τα σπερματα υμων και εδονται οι υπεναντιοι υμων,,,,"then I also will do this to you: I will bring upon you distress, scab, and jaundice, wasting your eyes and consuming your life, and you will sow your seed for nothing, and your adversaries will eat it."
Leviticus 26:17,LEV,Leviticus,26,17,και επιστησω το προσωπον μου εφ' υμας και πεσεισθε εναντιον των εχθρων υμων και διωξονται υμας οι μισουντες υμας και φευξεσθε ουθενος διωκοντος υμας,,,,"And I will set my face against you, and you will fall before your enemies, and those who hate you will pursue you, and you will flee though none pursues you."
Leviticus 26:18,LEV,Leviticus,26,18,και εαν εως τουτου μη υπακουσητε μου και προσθησω του παιδευσαι υμας επτακις επι ταις αμαρτιαις υμων,,,,"And if even after this you do not listen to me, I will continue to discipline you sevenfold for your sins."
Leviticus 26:19,LEV,Leviticus,26,19,και συντριψω την υβριν της υπερηφανιας υμων και θησω τον ουρανον υμιν σιδηρουν και την γην υμων ωσει χαλκην,,,,"And I will shatter the arrogance of your pride, and I will make your sky iron and your land like bronze."
Leviticus 26:20,LEV,Leviticus,26,20,και εσται εις κενον η ισχυς υμων και ου δωσει η γη υμων τον σπορον αυτης και το ξυλον του αγρου υμων ου δωσει τον καρπον αυτου,,,,"And your strength will be spent in vain, and your land will not give its seed, and the tree of your field will not give its fruit."
Leviticus 26:21,LEV,Leviticus,26,21,και εαν μετα ταυτα πορευησθε πλαγιοι και μη βουλησθε υπακουειν μου προσθησω υμιν πληγας επτα κατα τας αμαρτιας υμων,,,,"And if after this you go at odds with me and are unwilling to listen to me, I will add blows to you sevenfold according to your sins."
Leviticus 26:22,LEV,Leviticus,26,22,και αποστελω εφ' υμας τα θηρια τα αγρια της γης και κατεδεται υμας και εξαναλωσει τα κτηνη υμων και ολιγοστους ποιησει υμας και ερημωθησονται αι οδοι υμων,,,,"And I will send against you the wild beasts of the land, and they will devour you and destroy your cattle and make you few, and your roads will be desolate."
Leviticus 26:23,LEV,Leviticus,26,23,και επι τουτοις εαν μη παιδευθητε αλλα πορευησθε προς με πλαγιοι,,,,"And if by these things you are not disciplined, but go at odds with me,"
Leviticus 26:24,LEV,Leviticus,26,24,πορευσομαι καγω μεθ' υμων θυμω πλαγιω και παταξω υμας καγω επτακις αντι των αμαρτιων υμων,,,,"then I also will go with you in anger at odds, and I myself will strike you sevenfold for your sins."
Leviticus 26:25,LEV,Leviticus,26,25,και επαξω εφ' υμας μαχαιραν εκδικουσαν δικην διαθηκης και καταφευξεσθε εις τας πολεις υμων και εξαποστελω θανατον εις υμας και παραδοθησεσθε εις χειρας εχθρων,,,,"And I will bring upon you a sword avenging covenant justice, and you will flee into your cities, and I will send death among you, and you will be handed over into enemies' hands."
Leviticus 26:26,LEV,Leviticus,26,26,εν τω θλιψαι υμας σιτοδεια αρτων και πεψουσιν δεκα γυναικες τους αρτους υμων εν κλιβανω ενι και αποδωσουσιν τους αρτους υμων εν σταθμω και φαγεσθε και ου μη εμπλησθητε,,,,"When I afflict you with scarcity of breads, ten women will bake your breads in one oven and give back your breads by weight, and you will eat and not be filled."
Leviticus 26:27,LEV,Leviticus,26,27,εαν δε επι τουτοις μη υπακουσητε μου και πορευησθε προς με πλαγιοι,,,,"But if after these things you do not listen to me and go with me at odds,"
Leviticus 26:28,LEV,Leviticus,26,28,και αυτος πορευσομαι μεθ' υμων εν θυμω πλαγιω και παιδευσω υμας εγω επτακις κατα τας αμαρτιας υμων,,,,then I myself will go with you in wrath at odds and discipline you sevenfold according to your sins.
