language,lemma,transliteration,meaning,english_renderings,first_reference,footnote
“Hebrew”,“תּוֹדָה”,“todah”,“thanksgiving; confession”,“thanksgiving; praise”,“Leviticus 7:12”,“Often a thanksgiving offering or expression.”
“Hebrew”,“זָמַר”,“zamar”,“to sing praise; make music”,“sing praise”,“Judges 5:3”,“Music and praise term used especially in poetry.”
“Hebrew”,“שִׁיר”,“shir”,“song; to sing”,“song; sing”,“Genesis 31:27”,“Noun and verb forms are common in worship and celebration.”
“Hebrew”,“נָגַן”,“nagan”,“to play music”,“play; make melody”,“1 Samuel 16:16”,“Common for stringed-instrument performance.”
“Hebrew”,“מִזְמוֹר”,“mizmor”,“psalm; song”,“psalm”,“Psalm 3:1”,“Term appearing in many psalm superscriptions.”
“Hebrew”,“קָרָא”,“qara”,“to call; proclaim; read”,“call; proclaim; read”,“Genesis 1:5”,“Very broad term for naming, summoning, and proclamation.”
“Hebrew”,“שׁוּב”,“shuv”,“to return; turn back”,“return; turn”,“Genesis 3:19”,“Core term for repentance, restoration, and physical return.”
“Hebrew”,“נָחַם”,“nacham”,“to comfort; relent”,“comfort; repent”,“Genesis 5:29”,“Semantic range includes consolation and relenting.”
“Hebrew”,“חָזַק”,“chazaq”,“to be strong; strengthen”,“be strong; strengthen”,“Genesis 19:16”,“Used for courage, force, and hardened resolve.”
“Hebrew”,“אַמֵּץ”,“amets”,“to be strong; courageous”,“be strong; courage”,“Deuteronomy 31:6”,“Often paired with חזק in exhortations.”
“Hebrew”,“גָּבַר”,“gavar”,“to prevail; be mighty”,“prevail; be mighty”,“Genesis 7:18”,“Conveys growing strength or dominance.”
“Hebrew”,“יָכֹל”,“yakhol”,“to be able”,“be able; can”,“Genesis 13:6”,“Common modal verb for ability or capacity.”
“Hebrew”,“נָפַל”,“nafal”,“to fall”,“fall”,“Genesis 14:10”,“Used literally, militarily, and spiritually.”
“Hebrew”,“קוּם”,“qum”,“to arise; stand”,“arise; rise up”,“Genesis 4:8”,“Major verb for action, resurrection imagery, and establishment.”
“Hebrew”,“יָשַׁב”,“yashav”,“to sit; dwell”,“sit; dwell; inhabit”,“Genesis 4:16”,“Used for enthronement, settlement, and habitation.”
“Hebrew”,“שָׁכַן”,“shakhan”,“to dwell”,“dwell”,“Genesis 3:24”,“Related to divine dwelling and the later Shekinah concept.”
“Hebrew”,“הָלַךְ”,“halakh”,“to walk; go”,“walk; go”,“Genesis 3:8”,“Used for literal movement and metaphorical conduct.”
“Hebrew”,“בּוֹא”,“bo”,“to come; enter”,“come; go in”,“Genesis 6:18”,“A highly frequent motion verb.”
“Hebrew”,“יָצָא”,“yatsa”,“to go out”,“go out; come out”,“Genesis 8:16”,“Important in exodus, warfare, and daily movement.”
“Hebrew”,“עָלָה”,“alah”,“to go up; ascend”,“go up; ascend; offer”,“Genesis 13:1”,“Used for movement uphill, pilgrimage, and offerings.”
“Hebrew”,“יָרַד”,“yarad”,“to go down; descend”,“go down”,“Genesis 11:5”,“Often geographical or metaphorical descent.”
“Hebrew”,“לָקַח”,“laqach”,“to take”,“take”,“Genesis 2:15”,“Can imply receiving, seizing, marrying, or taking away.”
“Hebrew”,“נָתַן”,“natan”,“to give”,“give”,“Genesis 1:17”,“Broad verb for giving, setting, appointing, and handing over.”
“Hebrew”,“מָצָא”,“matsa”,“to find”,“find”,“Genesis 2:20”,“Used for discovery, encounter, and divine favor.”
“Hebrew”,“בָּקַשׁ”,“baqash”,“to seek”,“seek”,“Genesis 37:15”,“Often used of seeking God, wisdom, or someone’s life.”
“Hebrew”,“דָּרַשׁ”,“darash”,“to seek; inquire”,“seek; inquire”,“Genesis 25:22”,“Frequently used of consulting the LORD.”
“Hebrew”,“פָּקַד”,“paqad”,“to attend; appoint; visit”,“visit; appoint; number”,“Genesis 21:1”,“Context determines whether for blessing, judgment, or administration.”
“Hebrew”,“רָאָה”,“ra’ah”,“to see”,“see”,“Genesis 1:4”,“Can imply perception, provision, or concern.”
“Hebrew”,“נָבַט”,“nabat”,“to look”,“look”,“Genesis 15:5”,“Often emphasizes attentive looking.”
“Hebrew”,“חָמַל”,“chamal”,“to spare; pity”,“spare; pity”,“Genesis 45:20”,“Used for compassion or withholding destruction.”
“Hebrew”,“רִחַם”,“richam”,“to have compassion”,“have mercy; compassion”,“Genesis 43:30”,“Intense compassionate feeling, often divine.”
“Hebrew”,“יָסַף”,“yasaf”,“to add; continue”,“add; increase; again”,“Genesis 4:2”,“Common auxiliary-like verb meaning continue or do again.”
“Hebrew”,“רָבָה”,“ravah”,“to become many; increase”,“multiply; increase”,“Genesis 1:22”,“Key creation and covenant multiplication term.”
“Hebrew”,“פָּרָה”,“parah”,“to be fruitful”,“be fruitful”,“Genesis 1:22”,“Closely paired with multiplication in blessing formulas.”
“Hebrew”,“מָלֵא”,“male”,“to fill; be full”,“fill; full”,“Genesis 1:22”,“Used literally and figuratively for fullness.”
“Hebrew”,“חָסֵר”,“chaser”,“to lack”,“lack; want”,“Genesis 8:3”,“Can denote deficiency or diminution.”
“Hebrew”,“עָנָה”,“anah”,“to answer; respond”,“answer”,“Genesis 18:27”,“One of several roots spelled this way; this one means respond.”
“Hebrew”,“צָעַק”,“tsa’aq”,“to cry out”,“cry out”,“Genesis 4:10”,“Often used for cries for justice or distress.”
“Hebrew”,“זָעַק”,“za’aq”,“to cry out”,“cry”,“Exodus 2:23”,“Near-synonym of צעק in distress contexts.”
“Hebrew”,“בָּכָה”,“bakhah”,“to weep”,“weep; cry”,“Genesis 21:16”,“Common verb of grief and intense feeling.”
“Hebrew”,“צָחַק”,“tsachaq”,“to laugh”,“laugh”,“Genesis 17:17”,“Used for joy, disbelief, and mockery.”
“Hebrew”,“שָׂמַח”,“samach”,“to rejoice”,“rejoice; be glad”,“Leviticus 23:40”,“Joy term with celebratory and covenantal resonance.”
“Hebrew”,“גִּיל”,“gil”,“to rejoice; exult”,“rejoice; be glad”,“Psalm 2:11”,“Often poetic and exuberant.”
“Hebrew”,“יָגָה”,“yagah”,“to grieve; sorrow”,“grieve”,“Lamentations 1:4”,“Poetic term for grief and affliction.”
“Hebrew”,“עָנִי”,“ani”,“poor; afflicted”,“poor; afflicted”,“Exodus 22:25”,“Often the oppressed person needing justice.”
“Hebrew”,“עָנָו”,“anav”,“humble; meek”,“meek; humble”,“Numbers 12:3”,“Important virtue term in later theology.”
“Hebrew”,“גֵּר”,“ger”,“sojourner; resident alien”,“stranger; sojourner”,“Genesis 15:13”,“Protected outsider under Israelite law.”
“Hebrew”,“יָתוֹם”,“yatom”,“orphan; fatherless”,“fatherless”,“Exodus 22:22”,“One of the classic vulnerable groups in Torah.”
“Hebrew”,“אַלְמָנָה”,“almanah”,“widow”,“widow”,“Genesis 38:11”,“Another key vulnerable class under divine concern.”
“Hebrew”,“דַּל”,“dal”,“low; poor”,“poor”,“Exodus 23:3”,“Often paired with justice concerns.”
“Hebrew”,“אֶבְיוֹן”,“evyon”,“needy”,“needy; poor”,“Deuteronomy 15:4”,“Highlights socioeconomic vulnerability.”
“Hebrew”,“עֹשֶׁק”,“osheq”,“oppression; extortion”,“oppression”,“Leviticus 6:2”,“Often used for unjust exploitation.”
“Hebrew”,“גָּזַל”,“gazal”,“to rob; plunder”,“rob; spoil”,“Genesis 21:25”,“Can refer to theft, seizure, or violent taking.”
“Hebrew”,“חָמָס”,“chamas”,“violence; wrong”,“violence”,“Genesis 6:11”,“Important term for corrupt social brutality.”
“Hebrew”,“שֶׁקֶר”,“sheqer”,“falsehood; lie”,“lie; falsehood”,“Exodus 5:9”,“Moral and legal term for deception.”
“Hebrew”,“כָּזָב”,“kazav”,“lie; deception”,“lie; falsehood”,“Leviticus 19:11”,“Near-synonym of שקר, often poetic.”
“Hebrew”,“אֱמֶת”,“emet”,“truth; faithfulness”,“truth”,“Genesis 24:27”,“A covenantally rich term for reliability and truth.”
“Hebrew”,“יָשָׁר”,“yashar”,“upright; straight”,“upright; right”,“Exodus 15:26”,“Moral and directional term for straightness and rectitude.”
“Hebrew”,“תֹּם”,“tom”,“integrity; completeness”,“integrity; perfection”,“Genesis 20:5”,“Often paired with moral blamelessness.”
“Hebrew”,“עָקֵב”,“aqev”,“heel; עקב”,“heel”,“Genesis 3:15”,“Appears in the Jacob narrative by wordplay and in key texts.”
“Hebrew”,“זְרוֹעַ”,“zeroa”,“arm”,“arm”,“Genesis 49:24”,“A symbol of strength, especially divine power.”
“Hebrew”,“יָד”,“yad”,“hand”,“hand”,“Genesis 3:22”,“One of the most frequent body-part metaphors for power and agency.”
“Hebrew”,“פֶּה”,“peh”,“mouth”,“mouth”,“Genesis 4:11”,“Literal and figurative for speech or opening.”
“Hebrew”,“לָשׁוֹן”,“lashon”,“tongue; language”,“tongue; language”,“Genesis 10:5”,“Used for speech organ and language group.”
“Hebrew”,“עַיִן”,“ayin”,“eye; spring”,“eye; fountain”,“Genesis 3:6”,“Can mean eye literally or spring/source by metaphor.”
“Hebrew”,“אֹזֶן”,“ozen”,“ear”,“ear”,“Genesis 20:8”,“Hearing organ and metaphor for obedience.”
“Hebrew”,“רֹאשׁ”,“rosh”,“head; chief”,“head; chief; beginning”,“Genesis 2:10”,“Used for body part, leader, summit, or starting point.”
“Hebrew”,“לֵבָב”,“levav”,“heart”,“heart”,“Genesis 6:5”,“Poetic/full form of לב.”
“Hebrew”,“גֶּבֶר”,“gever”,“man; strong man”,“man”,“Exodus 10:11”,“Often emphasizes male strength or adulthood.”
“Hebrew”,“אֱנוֹשׁ”,“enosh”,“man; mortal”,“man; mortal”,“Genesis 4:26”,“Stresses humanness and frailty.”
“Hebrew”,“גּוּף”,“guf”,“body”,“body”,“Daniel 3:27”,“Rare biblical term, more common in later Hebrew.”
“Hebrew”,“פָּרַץ”,“parats”,“to break through; burst out”,“break forth”,“Genesis 28:14”,“Used for expansion, breach, and sudden increase.”
“Hebrew”,“שָׁחַת”,“shachat”,“to ruin; destroy; corrupt”,“destroy; corrupt”,“Genesis 6:12”,“Can refer to corruption or physical destruction.”
“Hebrew”,“אָבַד”,“avad”,“to perish; destroy”,“perish; destroy”,“Genesis 19:13”,“A key judgment and loss term.”
“Hebrew”,“מוּת”,“mut”,“to die”,“die”,“Genesis 2:17”,“Core mortality verb, also in death-penalty formulas.”
“Hebrew”,“חָיָה”,“chayah”,“to live”,“live”,“Genesis 3:20”,“Verb for life, revival, and sustaining.”
“Hebrew”,“נָשָׂא”,“nasa”,“to lift; bear; forgive”,“lift up; bear; forgive”,“Genesis 4:13”,“A broad verb including bearing guilt and forgiving sin.”
“Hebrew”,“סָבַל”,“saval”,“to bear a load”,“bear”,“Genesis 49:15”,“Burden-bearing term with physical and metaphorical uses.”
“Hebrew”,“יָגַע”,“yaga”,“to toil; grow weary”,“labor; weary”,“Genesis 19:11”,“Used for fatigue and fruitless struggle.”
“Hebrew”,“מְנוּחָה”,“menuchah”,“resting place; rest”,“rest”,“Genesis 49:15”,“Rest as settled repose or inheritance.”
“Hebrew”,“נוּחַ”,“nuach”,“to rest; settle”,“rest”,“Genesis 8:4”,“Basis of Noah’s name in wordplay and rest theology.”
“Hebrew”,“נֶחָמָה”,“nechamah”,“comfort”,“comfort”,“Genesis 5:29”,“Related to consolation and relief.”
“Hebrew”,“צָרָה”,“tsarah”,“distress; trouble”,“trouble; distress”,“Genesis 35:3”,“A common term for adversity from which God delivers.”
“Hebrew”,“לָחַץ”,“lachats”,“to oppress; press”,“oppress”,“Exodus 3:9”,“Pressure imagery behind oppression language.”
“Hebrew”,“נָגַף”,“nagaph”,“to strike; smite”,“smite; plague”,“Exodus 12:23”,“Frequently used in judgment or military defeat.”
“Hebrew”,“מַכָּה”,“makkah”,“blow; plague”,“plague; stroke”,“Exodus 9:14”,“Term for inflicted blow, wound, or plague.”
“Hebrew”,“רָפָא”,“rapha”,“to heal”,“heal”,“Genesis 20:17”,“Used physically, spiritually, and nationally.”
“Hebrew”,“מַרְפֵּא”,“marpe”,“healing; remedy”,“health; healing”,“Proverbs 3:8”,“Noun for healing or cure.”
“Hebrew”,“חֹלִי”,“choli”,“sickness”,“sickness; disease”,“Deuteronomy 7:15”,“Used for physical affliction.”
“Hebrew”,“נֶגַע”,“nega”,“affliction; plague; mark”,“plague; sore”,“Genesis 12:17”,“Wide range from disease to struck affliction.”
“Hebrew”,“יָרֵךְ”,“yarekh”,“thigh”,“thigh”,“Genesis 24:2”,“Body term appearing in oath and battle imagery.”
“Hebrew”,“כֶּתֶף”,“ketef”,“shoulder”,“shoulder”,“Genesis 9:23”,“Used literally and for bearing burdens.”
“Hebrew”,“צַוָּאר”,“tsavvar”,“neck”,“neck”,“Genesis 27:16”,“Image for obstinacy, ornamentation, or embrace.”
“Hebrew”,“עֶצֶם”,“etsem”,“bone; essence; selfsame”,“bone; body; selfsame”,“Genesis 2:23”,“Can refer literally to bone or emphatically to the selfsame day.”
“Hebrew”,“חָדָשׁ”,“chadash”,“new”,“new”,“Exodus 1:8”,“Important for covenant renewal and future hope.”
“Hebrew”,“רִאשׁוֹן”,“rishon”,“first; former”,“first; former”,“Genesis 8:13”,“Can mean first in sequence or former in time.”
“Hebrew”,“אַחֲרוֹן”,“acharón”,“last; latter”,“last; latter”,“Numbers 2:31”,“Contrasts with former or first.”
“Hebrew”,“קָטָן”,“qatan”,“small; little; young”,“small; little; least”,“Genesis 1:16”,“Used of size, age, and status.”
“Hebrew”,“גָּדוֹל”,“gadol”,“great; large”,“great; large”,“Genesis 1:16”,“Common term for greatness, size, and rank.”
“Hebrew”,“רֹב”,“rov”,“multitude; abundance”,“multitude; abundance”,“Genesis 16:10”,“Used for quantity, multitude, and greatness.”
“Hebrew”,“מְעַט”,“me’at”,“little; few”,“little; few”,“Genesis 30:30”,“A term of smallness or insufficiency.”
“Hebrew”,“כֹּל”,“kol”,“all; every; whole”,“all; every”,“Genesis 1:21”,“One of the most frequent quantifying words.”
“Hebrew”,“אַחַד”,“echad”,“one”,“one”,“Genesis 1:5”,“Can denote singularity, unity, or firstness in sequence.”
“Hebrew”,“שְׁנַיִם”,“shenayim”,“two”,“two”,“Genesis 1:16”,“Basic numeral, important in witness and pair contexts.”
“Hebrew”,“שָׁלוֹשׁ”,“shalosh”,“three”,“three”,“Genesis 6:10”,“Common numeral with symbolic and narrative significance.”
“Hebrew”,“שֶׁבַע”,“sheva”,“seven”,“seven”,“Genesis 2:2”,“A key number associated with completion and oath language.”
“Hebrew”,“עֶשֶׂר”,“eser”,“ten”,“ten”,“Genesis 18:32”,“Basic numeral, also associated with completeness and commandments.”
“Hebrew”,“מֵאָה”,“me’ah”,“hundred”,“hundred”,“Genesis 5:3”,“Common counting term in narrative and law.”
“Hebrew”,“אֶלֶף”,“elef”,“thousand; clan unit”,“thousand”,“Genesis 20:16”,“Can mean literal thousand or a social unit depending on context.”
“Hebrew”,“יָמִין”,“yamin”,“right hand; south”,“right hand; right”,“Genesis 13:9”,“Often a symbol of strength, favor, or direction.”
“Hebrew”,“שְׂמֹאל”,“semol”,“left”,“left”,“Genesis 13:9”,“Directional counterpart to right.”
“Hebrew”,“קֶדֶם”,“qedem”,“east; antiquity”,“east; ancient time”,“Genesis 2:8”,“Spatial and temporal term for east or ancient past.”
“Hebrew”,“יָם”,“yam”,“west; sea”,“sea; west”,“Genesis 12:8”,“By orientation from the land of Israel, sea can imply west.”
“Hebrew”,“צָפוֹן”,“tsafon”,“north”,“north”,“Genesis 13:14”,“Directional and symbolic term.”
“Hebrew”,“נֶגֶב”,“negev”,“south; dry land”,“south”,“Genesis 12:9”,“Geographical southland region and direction.”
“Hebrew”,“מָקוֹם”,“maqom”,“place”,“place”,“Genesis 1:9”,“Common term for location, sometimes reverentially for God’s place.”
“Hebrew”,“חָצֵר”,“chatser”,“court; enclosure; village”,“court; village”,“Genesis 25:16”,“Can refer to encampment, village, or courtyard.”
“Hebrew”,“שָׂדֶה”,“sadeh”,“field”,“field”,“Genesis 2:5”,“Agricultural, pastoral, and burial term.”
“Hebrew”,“כֶּרֶם”,“kerem”,“vineyard”,“vineyard”,“Genesis 9:20”,“Significant in blessing, judgment, and prophetic imagery.”
“Hebrew”,“יַיִן”,“yayin”,“wine”,“wine”,“Genesis 9:21”,“Common beverage term with festal and moral associations.”
“Hebrew”,“שֶׁמֶן”,“shemen”,“oil”,“oil”,“Genesis 28:18”,“Important in food, light, medicine, and anointing.”
“Hebrew”,“דְּבַשׁ”,“devash”,“honey”,“honey”,“Genesis 43:11”,“Used literally and in land-of-promise imagery.”
“Hebrew”,“חָלָב”,“chalav”,“milk”,“milk”,“Genesis 18:8”,“A staple food and symbol of abundance.”
“Hebrew”,“מֶלַח”,“melach”,“salt”,“salt”,“Genesis 14:3”,“Associated with preservation, covenant, and barrenness.”
“Hebrew”,“אָבֶן”,“even”,“stone”,“stone”,“Genesis 2:12”,“Used literally and in memorial, temple, and messianic imagery.”
“Hebrew”,“צוּר”,“tsur”,“rock”,“rock”,“Exodus 17:6”,“Used for literal rock and as a divine title in poetry.”
“Hebrew”,“סֶלַע”,“sela”,“crag; rock”,“rock”,“Numbers 20:8”,“Often a rocky cliff or crag.”
“Hebrew”,“עָפָר”,“afar”,“dust”,“dust”,“Genesis 2:7”,“Connected with mortality, humiliation, and creation.”
“Hebrew”,“חוֹל”,“chol”,“sand”,“sand”,“Genesis 22:17”,“Image for innumerable descendants.”
“Hebrew”,“זָהָב”,“zahav”,“gold”,“gold”,“Genesis 2:11”,“Important for wealth, tabernacle, and idolatry polemics.”
“Hebrew”,“כֶּסֶף”,“kesef”,“silver; money”,“silver; money”,“Genesis 13:2”,“Common monetary and metal term.”
“Hebrew”,“נְחֹשֶׁת”,“nechoshet”,“bronze; copper”,“brass; bronze”,“Genesis 4:22”,“Metal term often rendered ‘brass’ in older English.”
“Hebrew”,“בַּרְזֶל”,“barzel”,“iron”,“iron”,“Genesis 4:22”,“Associated with strength, tools, and harsh oppression.”
“Hebrew”,“חֶרֶב”,“cherev”,“sword”,“sword”,“Genesis 3:24”,“A frequent war and judgment symbol.”
“Hebrew”,“קֶשֶׁת”,“qeshet”,“bow”,“bow”,“Genesis 9:13”,“Weapon term and also the rainbow sign in context.”
“Hebrew”,“חֵץ”,“chets”,“arrow”,“arrow”,“Genesis 21:16”,“Projectile term also used metaphorically.”
“Hebrew”,“מָגֵן”,“magen”,“shield”,“shield”,“Genesis 15:1”,“A central military and theological protection image.”
“Hebrew”,“חֲנִית”,“chanit”,“spear”,“spear”,“1 Samuel 17:7”,“Common weapon term in historical books.”
“Hebrew”,“צְבָאֹות”,“tseva’ot”,“hosts; armies”,“hosts”,“1 Samuel 1:3”,“Often in the divine title YHWH of hosts.”
“Hebrew”,“מִלְחָמָה”,“milchamah”,“war; battle”,“war; battle”,“Exodus 1:10”,“Used for human war and the LORD’s warfare.”
“Hebrew”,“לָחַם”,“lacham”,“to fight; wage war”,“fight”,“Exodus 14:14”,“Verb for battle, also a different root in noun bread.”
“Hebrew”,“שָׁלַל”,“shalal”,“spoil; plunder”,“spoil”,“Genesis 49:27”,“Used for booty after victory.”
“Hebrew”,“נָס”,“nas”,“banner; signal pole”,“ensign; banner”,“Exodus 17:15”,“Related to rallying and public signal imagery.”
“Hebrew”,“פַּחַד”,“pachad”,“fear; dread”,“fear; dread”,“Genesis 31:42”,“Strong fear term, sometimes a divine epithet in Jacob’s speech.”
“Hebrew”,“אֵימָה”,“eimah”,“terror”,“terror; dread”,“Genesis 15:12”,“Intense fear or horror.”
“Hebrew”,“בֶּטַח”,“betach”,“security; safely”,“safely; secure”,“Genesis 34:25”,“Expresses confidence or safety.”
“Hebrew”,“מַחֲסֶה”,“machaseh”,“refuge”,“refuge”,“Deuteronomy 33:27”,“A frequent poetic image for God as shelter.”
“Hebrew”,“צוּם”,“tsum”,“to fast”,“fast”,“Judges 20:26”,“Important for repentance, mourning, and seeking God.”
“Hebrew”,“תְּפִלָּה”,“tefillah”,“prayer”,“prayer”,“1 Kings 8:28”,“A central worship and piety term.”
“Hebrew”,“פָּלַל”,“palal”,“to pray; intercede”,“pray”,“Genesis 20:7”,“Verb behind prayer, often intercessory.”
“Hebrew”,“חָנֵף”,“chanef”,“to be profane; godless”,“hypocrite; profane”,“Job 8:13”,“Used for impiety and moral pollution.”
“Hebrew”,“טָמֵא”,“tame”,“unclean”,“unclean”,“Genesis 7:2”,“Cultic impurity term with broad practical consequences.”
“Hebrew”,“טָהוֹר”,“tahor”,“clean; pure”,“clean; pure”,“Genesis 7:2”,“Cultic and moral purity term.”
“Hebrew”,“טָהֵר”,“taher”,“to cleanse; be pure”,“cleanse; purify”,“Leviticus 14:7”,“Verb for purification rites and moral cleansing.”
“Hebrew”,“קָנָא”,“qana”,“to be jealous; zealous”,“jealous; zealous”,“Genesis 30:1”,“Can express sinful envy or righteous zeal.”
“Hebrew”,“קִנְאָה”,“qin’ah”,“jealousy; zeal”,“jealousy; zeal”,“Numbers 5:14”,“Used for divine zeal and human jealousy.”
“Hebrew”,“חָטָא”,“chata”,“to sin; miss the mark”,“sin”,“Genesis 20:6”,“Basic verb of sin and guilt.”
“Hebrew”,“זָכָה”,“zakhah”,“to be clean; innocent”,“be pure; innocent”,“Genesis 44:10”,“Used for acquittal or purity.”
“Hebrew”,“נָקָה”,“naqah”,“to be clean; free from guilt”,“be guiltless; cleanse”,“Exodus 20:7”,“Often used in legal acquittal or non-acquittal formulas.”
“Hebrew”,“רִיב”,“riv”,“to contend; dispute”,“strive; contend”,“Genesis 13:7”,“Used in legal controversy and covenant lawsuit imagery.”
“Hebrew”,“גָּעַר”,“ga’ar”,“to rebuke”,“rebuke”,“Genesis 37:10”,“Strong word for authoritative reprimand.”
“Hebrew”,“הוֹכִיחַ”,“hokhiach”,“to reprove; decide; correct”,“reprove; rebuke”,“Genesis 20:16”,“Legal and wisdom term for correction or deciding.”
“Hebrew”,“מוּסָר”,“musar”,“discipline; correction”,“instruction; chastening”,“Deuteronomy 11:2”,“A major wisdom term for formative discipline.”
“Hebrew”,“לָמַד”,“lamad”,“to learn; teach”,“learn; teach”,“Deuteronomy 4:1”,“Core educational verb in covenant formation.”
“Hebrew”,“יָסַר”,“yasar”,“to chasten; discipline”,“chasten; instruct”,“Leviticus 26:18”,“Used of parental and divine correction.”
“Hebrew”,“חָפֵץ”,“chafets”,“to delight in; desire”,“delight; desire”,“Genesis 34:19”,“Used of pleasure, will, and divine delight.”
“Hebrew”,“רָצוֹן”,“ratson”,“favor; goodwill; acceptance”,“favor; pleasure”,“Genesis 49:6”,“Can indicate favorable will or acceptable status.”
“Hebrew”,“עֵצָה”,“etsah”,“counsel; plan”,“counsel”,“Exodus 18:19”,“Wisdom and divine-plan term.”
“Hebrew”,“יָעַץ”,“ya’ats”,“to counsel; advise”,“counsel”,“Exodus 18:19”,“Verb for giving advice or forming a plan.”
“Hebrew”,“מַחֲשָׁבָה”,“machashavah”,“thought; plan”,“thought; device; plan”,“Genesis 6:5”,“Can denote thought, design, or intention.”
“Hebrew”,“חָשַׁב”,“chashav”,“to think; reckon; plan”,“think; devise; account”,“Genesis 15:6”,“Used for accounting, weaving skill, and planning.”
“Hebrew”,“יָצַע”,“yatsa”,“to spread out”,“spread”,“Genesis 9:21”,“Used literally for stretching or spreading.”
“Hebrew”,“סָפַר”,“safar”,“to count; recount”,“count; tell”,“Genesis 15:5”,“Used for numbering and narrating.”
“Hebrew”,“סֵפֶר”,“sefer”,“book; scroll; document”,“book; bill; scroll”,“Genesis 5:1”,“Written record term of lasting importance.”
“Hebrew”,“כָּתַב”,“katav”,“to write”,“write”,“Exodus 17:14”,“Basic writing verb in law and history.”
“Hebrew”,“מִכְתָּב”,“mikhtav”,“writing; written document”,“writing”,“Exodus 32:16”,“Noun for written form or document.”
“Hebrew”,“פָּתַח”,“patach”,“to open”,“open”,“Genesis 4:11”,“Used literally and metaphorically for womb, mouth, ears, heaven.”
“Hebrew”,“סָגַר”,“sagar”,“to shut”,“shut; close”,“Genesis 2:21”,“Opposite of opening; common in judgment and protection scenes.”
“Hebrew”,“חָתַם”,“chatam”,“to seal”,“seal”,“Genesis 38:18”,“Used for sealing documents, certainty, and concealment.”
“Hebrew”,“אוֹת”,“ot”,“sign; mark”,“sign; token”,“Genesis 1:14”,“Used for miraculous signs, covenant tokens, and symbolic markers.”
“Hebrew”,“מוֹפֵת”,“mofet”,“wonder; portent”,“wonder; sign”,“Exodus 4:21”,“Often paired with signs in Exodus tradition.”
“Hebrew”,“פֶּלֶא”,“pele”,“wonder; marvel”,“wonderful; miracle”,“Exodus 15:11”,“Conveys something extraordinary or incomprehensible.”
“Hebrew”,“חָדַל”,“chadal”,“to cease; desist”,“cease; leave off”,“Genesis 11:8”,“Stopping or refraining term.”
“Hebrew”,“עָצַר”,“atsar”,“to restrain; shut up”,“restrain; withhold”,“Genesis 16:2”,“Used for God withholding rain or womb-opening.”
“Hebrew”,“פָּתַח רֶחֶם”,“petach rechem”,“opening of the womb”,“openeth the womb”,“Exodus 13:2”,“Technical phrase for the firstborn issue of the womb.”
“Hebrew”,“רֶחֶם”,“rechem”,“womb”,“womb”,“Genesis 20:18”,“Source imagery behind compassion terms.”
“Hebrew”,“יַלַד”,“yalad”,“to bear; beget”,“bear; bring forth; beget”,“Genesis 4:18”,“Standard birth verb for mothers and fathers in genealogies.”
“Hebrew”,“הָרָה”,“harah”,“to conceive”,“conceive”,“Genesis 4:1”,“A key fertility and birth term.”
“Hebrew”,“פָּרַשׂ”,“paras”,“to spread; separate”,“spread; divide”,“Genesis 30:40”,“Literal and cultic separation term.”
“Hebrew”,“בָּדַל”,“badal”,“to divide; separate”,“divide; separate”,“Genesis 1:4”,“Creation and holiness term of distinction.”
“Hebrew”,“קָהָל”,“qahal”,“assembly”,“assembly; congregation”,“Genesis 28:3”,“A gathered community term, especially covenantal.”
“Hebrew”,“עֵדָה”,“edah”,“congregation; company”,“congregation”,“Exodus 12:3”,“Corporate term for the community of Israel.”
“Hebrew”,“זָכַר”,“zakhar (male)”,“male”,“male”,“Genesis 1:27”,“Adjectival/noun use meaning male sex.”
“Hebrew”,“נְקֵבָה”,“neqevah”,“female”,“female”,“Genesis 1:27”,“Counterpart to male in creation language.”
“Hebrew”,“מַלְכוּת”,“malkut”,“kingship; kingdom”,“kingdom; royal power”,“Numbers 24:7”,“Abstract noun for royal dominion.”
“Hebrew”,“חֶבֶל”,“chevel”,“cord; region; sorrow”,“line; lot; sorrow”,“Genesis 30:13”,“A varied term for measuring line, territory, or pain.”
“Hebrew”,“גּוֹרָל”,“goral”,“lot”,“lot”,“Leviticus 16:8”,“Important for apportionment and divine decision.”
“Hebrew”,“פָּנָה”,“panah”,“to turn”,“turn”,“Genesis 18:22”,“Literal and figurative turning term.”
“Hebrew”,“נָסָה”,“nasah”,“to test; try”,“tempt; prove; test”,“Genesis 22:1”,“Used of divine testing and human tempting.”
“Hebrew”,“בָּחַן”,“bachan”,“to test; examine”,“try; examine”,“Psalm 7:9”,“Often of God examining hearts.”
“Hebrew”,“צָרַף”,“tsaraf”,“to refine; smelt”,“refine; try”,“Genesis 20:16”,“Used for metals and metaphorically for tested words or people.”
“Hebrew”,“בָּטַח”,“batach”,“to trust; feel secure”,“trust”,“Judges 18:7”,“Confidence term often directed toward God or false securities.”
“Hebrew”,“חָסָה”,“chasah”,“to seek refuge”,“trust; take refuge”,“Deuteronomy 32:37”,“Often describes taking refuge in God.”
“Hebrew”,“קָוָה”,“qavah”,“to wait; hope”,“wait; hope”,“Genesis 1:9”,“Elsewhere a major hope term though this first use is from a different sense/etymology in some analyses.”
“Hebrew”,“יָחַל”,“yachal”,“to wait; hope”,“hope; wait”,“Genesis 8:10”,“Patient expectation term in lament and trust.”
