family,description,ref,book_name,chapter,verse,greek_text,fresh_translation,bucket,dominant_bucket,dominant_count,family_row_count,nt_parallel_refs,nt_parallel_greek,nt_parallel_gloss,nt_parallel_notes,nt_parallel_count,nt_parallel_weight
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 14:24,Deuteronomy,14,24,εαν δε μακραν γενηται απο σου η οδος και μη δυνη αναφερειν αυτα οτι μακραν απο σου ο τοπος ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει οτι ευλογησει σε κυριος ο θεος σου,"And if the road is too long for you and you are not able to carry them, because the place that the Lord your God chooses for his name to be called there is far from you, because the Lord your God will bless you,",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:2,Deuteronomy,16,2,και θυσεις το πασχα κυριω τω θεω σου προβατα και βοας εν τω τοπω ω εαν εκλεξηται κυριος ο θεος σου αυτον επικληθηναι το ονομα αυτου εκει,"And you shall sacrifice the Passover to the Lord your God, sheep and cattle, in the place that the Lord your God chooses for his name to be called there.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:6,Deuteronomy,16,6,αλλ' η εις τον τοπον ον εαν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει θυσεις το πασχα εσπερας προς δυσμας ηλιου εν τω καιρω ω εξηλθες εξ αιγυπτου,"but only at the place that the Lord your God chooses for his name to be called there, there you shall sacrifice the Passover in the evening, at the setting of the sun, at the time when you came out from Egypt.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:11,Deuteronomy,16,11,και ευφρανθηση εναντιον κυριου του θεου σου συ και ο υιος σου και η θυγατηρ σου ο παις σου και η παιδισκη σου και ο λευιτης ο εν ταις πολεσιν σου και ο προσηλυτος και ο ορφανος και η χηρα η εν υμιν εν τω τοπω ω εαν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"And you shall rejoice before the Lord your God, you and your son and your daughter, your male servant and your female servant, and the Levite in your cities and the proselyte and the orphan and the widow among you, in the place that the Lord your God chooses for his name to be called there.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 17:8,Deuteronomy,17,8,εαν δε αδυνατηση απο σου ρημα εν κρισει ανα μεσον αιμα αιματος και ανα μεσον κρισις κρισεως και ανα μεσον αφη αφης και ανα μεσον αντιλογια αντιλογιας ρηματα κρισεως εν ταις πολεσιν υμων και αναστας αναβηση εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"And if a matter in judgment is too hard for you, between blood and blood, and between judgment and judgment, and between wound and wound, words of judgment in your cities, then, rising, you shall go up to the place that the Lord your God chooses for his name to be called there.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 17:10,Deuteronomy,17,10,και ποιησεις κατα το πραγμα ο εαν αναγγειλωσιν σοι εκ του τοπου ου αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει και φυλαξη σφοδρα ποιησαι κατα παντα οσα εαν νομοθετηθη σοι,"And you shall act according to the matter that they report to you from the place that the Lord your God chooses for his name to be called there, and you shall keep very carefully to do according to everything that may be legislated to you.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 26:2,Deuteronomy,26,2,και λημψη απο της απαρχης των καρπων της γης σου ης κυριος ο θεος σου διδωσιν σοι και εμβαλεις εις καρταλλον και πορευση εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,then you shall take from the firstfruits of the fruits of your land that the Lord your God gives you and put them into a basket and go to the place that the Lord your God chooses for his name to be called there.,called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Exodus 20:24,Exodus,20,24,θυσιαστηριον εκ γης ποιησετε μοι και θυσετε επ' αυτου τα ολοκαυτωματα και τα σωτηρια υμων τα προβατα και τους μοσχους υμων εν παντι τοπω ου εαν επονομασω το ονομα μου εκει και ηξω προς σε και ευλογησω σε,"""You shall make me an altar of earth, and upon it you shall sacrifice your whole burnt offerings and your offerings of salvation, your sheep and your calves. In every place where I cause my name to be called, I will come to you and bless you.""",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Jeremiah 7:11,Jeremiah,7,11,μη σπηλαιον ληστων ο οικος μου ου επικεκληται το ονομα μου επ' αυτω εκει ενωπιον υμων και εγω ιδου εωρακα λεγει κυριος,"has my house over which my name has been called become den of robbers there before you? And I, behold, have seen, says Lord.",other,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,1 Chronicles 28:3,1 Chronicles,28,3,και ο θεος ειπεν ουκ οικοδομησεις εμοι οικον του επονομασαι το ονομα μου επ' αυτω οτι ανθρωπος πολεμιστης ει συ και αιματα εξεχεας,"But God said, You shall not build me a house to have my name called upon it, because you are man of war and have poured out blood.",called-upon,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,2 Chronicles 7:14,2 Chronicles,7,14,και εαν εντραπη ο λαος μου εφ' ους το ονομα μου επικεκληται επ' αυτους και προσευξωνται και ζητησωσιν το προσωπον μου και αποστρεψωσιν απο των οδων αυτων των πονηρων και εγω εισακουσομαι εκ του ουρανου και ιλεως εσομαι ταις αμαρτιαις αυτων και ιασομαι την γην αυτων,"and my people upon whom my name has been called are put to shame, and they pray and seek my face and turn from their evil ways, then I will hear from heaven and be merciful to their sins and heal their land.",other,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Amos 9:12,Amos,9,12,οπως εκζητησωσιν οι καταλοιποι των ανθρωπων και παντα τα εθνη εφ' ους επικεκληται το ονομα μου επ' αυτους λεγει κυριος ο θεος ο ποιων ταυτα,"so that remnant of men and all nations upon whom my name was called upon them may seek, says Lord God who does these things.",called-upon,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:10,Jeremiah,7,10,και ηλθετε και εστητε ενωπιον εμου εν τω οικω ου επικεκληται το ονομα μου επ' αυτω και ειπατε απεσχημεθα του μη ποιειν παντα τα βδελυγματα ταυτα,"and you came and stood before me in house over which my name has been called and said, We have held back from doing all these abominations—",other,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:11,Jeremiah,7,11,μη σπηλαιον ληστων ο οικος μου ου επικεκληται το ονομα μου επ' αυτω εκει ενωπιον υμων και εγω ιδου εωρακα λεγει κυριος,"has my house over which my name has been called become den of robbers there before you? And I, behold, have seen, says Lord.",other,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:14,Jeremiah,7,14,και ποιησω τω οικω τουτω ω επικεκληται το ονομα μου επ' αυτω εφ' ω υμεις πεποιθατε επ' αυτω και τω τοπω ω εδωκα υμιν και τοις πατρασιν υμων καθως εποιησα τη σηλωμ,"I will do to this house over which my name has been called, on which you trust, and to place I gave to you and to your fathers, just as I did to Shiloh.",other,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:30,Jeremiah,7,30,οτι εποιησαν οι υιοι ιουδα το πονηρον εναντιον εμου λεγει κυριος εταξαν τα βδελυγματα αυτων εν τω οικω ου επικεκληται το ονομα μου επ' αυτον του μιαναι αυτον,"Because sons of Judah did evil before me, says Lord. They set their abominations in house over which my name has been called, to defile it.",other,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 14:9,Jeremiah,14,9,μη εση ωσπερ ανθρωπος υπνων η ως ανηρ ου δυναμενος σωζειν και συ εν ημιν ει κυριε και το ονομα σου επικεκληται εφ' ημας μη επιλαθη ημων,"Do not be like sleeping man or like man unable to save. And you are in us, Lord, and your name is called upon us; do not forget us.",called-upon,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 15:16,Jeremiah,15,16,υπο των αθετουντων τους λογους σου συντελεσον αυτους και εσται ο λογος σου εμοι εις ευφροσυνην και χαραν καρδιας μου οτι επικεκληται το ονομα σου επ' εμοι κυριε παντοκρατωρ,"By those rejecting your words, consume them. And your word will be to me joy and gladness of my heart, because your name is called upon me, Lord Almighty.",called-upon,called-upon,4,9,Acts 15:17; James 2:7,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you,Acts 15:17: Directly relevant to name-upon language. || James 2:7: Directly relevant to name-upon language.,2,3
