ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation,ukjv_translation,review_status,review_notes
Matthew 22:9,MAT,Matthew,22,9,πορευεσθε ουν επι τας διεξοδους των οδων και οσους αν ευρητε καλεσατε εις τους γαμους,poreuesye oun epi tav diexodouv twn odwn kai osouv an eurhte kalesate eiv touv gamouv,,,"Go therefore into the highways, and as many as you shall find, invite to the wedding feast.","Go all of you therefore into the highways, and as many as all of you shall find, bid to the marriage.",tr_literal_manual,manual TR literal override
Matthew 22:10,MAT,Matthew,22,10,και εξελθοντες οι δουλοι εκεινοι εις τας οδους συνηγαγον παντας οσους ευρον πονηρους τε και αγαθους και επλησθη ο γαμος ανακειμενων,kai exelyontev oi douloi ekeinoi eiv tav odouv sunhgagon pantav osouv euron ponhrouv te kai agayouv kai eplhsyh o gamov anakeimenwn,,,"So those slaves went out into the highways, and gathered together all as many as they found, both bad and good: and the wedding was furnished with guest.","So those servants went out into the highways, and gathered together all as many as they found, both bad and good: and the wedding was furnished with guest.",tr_literal_pass1,rendered doulos-family wording as slave
Matthew 22:11,MAT,Matthew,22,11,εισελθων δε ο βασιλευς θεασασθαι τους ανακειμενους ειδεν εκει ανθρωπον ουκ ενδεδυμενον ενδυμα γαμου,eiselywn de o basileuv yeasasyai touv anakeimenouv eiden ekei anyrwpon ouk endedumenon enduma gamou,,,"And when the king came in to see the guests, he saw there a man who did not have on a wedding garment:","And when the king came in to see the guest, he saw there a man which had not on a wedding garment:",tr_literal_manual,manual TR literal override
Matthew 22:12,MAT,Matthew,22,12,και λεγει αυτω εταιρε πως εισηλθες ωδε μη εχων ενδυμα γαμου ο δε εφιμωθη,kai legei autw etaire pwv eishlyev wde mh ecwn enduma gamou o de efimwyh,,,"And he says to him, Friend, how did you come in here not having a wedding garment? And he was speechless.","And he says unto him, Friend, how came you in here not having a wedding garment? And he was speechless.",tr_literal_manual,manual TR literal override
Matthew 22:13,MAT,Matthew,22,13,τοτε ειπεν ο βασιλευς τοις διακονοις δησαντες αυτου ποδας και χειρας αρατε αυτον και εκβαλετε εις το σκοτος το εξωτερον εκει εσται ο κλαυθμος και ο βρυγμος των οδοντων,tote eipen o basileuv toiv diakonoiv dhsantev autou podav kai ceirav arate auton kai ekbalete eiv to skotov to exwteron ekei estai o klauymov kai o brugmov twn odontwn,,,"Then the king said to the servants, Bind him hand and foot, and take him away, and cast him into outer darkness; there shall be weeping and gnashing of teeth.","Then said the king to the servants, Bind him hand and foot, and take him away, and cast him into outer darkness, there shall be weeping and gnashing of teeth.",tr_literal_manual,manual TR literal override
Matthew 22:14,MAT,Matthew,22,14,πολλοι γαρ εισιν κλητοι ολιγοι δε εκλεκτοι,polloi gar eisin klhtoi oligoi de eklektoi,,,"For many are called, but few are chosen.","For many are called, but few are chosen.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:15,MAT,Matthew,22,15,τοτε πορευθεντες οι φαρισαιοι συμβουλιον ελαβον οπως αυτον παγιδευσωσιν εν λογω,tote poreuyentev oi farisaioi sumboulion elabon opwv auton pagideuswsin en logw,,,"Then went the Pharisees, and took counsel how they might entangle him in his talk.","Then went the Pharisees, and took counsel how they might entangle him in his talk. (o. logos)",tr_literal_pass1,removed UKJV inline Strong-style lexical marker
Matthew 22:16,MAT,Matthew,22,16,και αποστελλουσιν αυτω τους μαθητας αυτων μετα των ηρωδιανων λεγοντες διδασκαλε οιδαμεν οτι αληθης ει και την οδον του θεου εν αληθεια διδασκεις και ου μελει σοι περι ουδενος ου γαρ βλεπεις εις προσωπον ανθρωπων,kai apostellousin autw touv mayhtav autwn meta twn hrwdianwn legontev didaskale oidamen oti alhyhv ei kai thn odon tou yeou en alhyeia didaskeiv kai ou melei soi peri oudenov ou gar blepeiv eiv proswpon anyrwpwn,,,"And they sent out to him their disciples with the Herodians, saying, Teacher, we know that you are true, and teach the way of God in truth, and you care for no one: for you do not regard the person of men.","And they sent out unto him their disciples with the Herodians, saying, Master, we know that you are true, and teach the way of God in truth, neither care you for any man: for you regard not the person of men.",tr_literal_manual,manual TR literal override
Matthew 22:17,MAT,Matthew,22,17,ειπε ουν ημιν τι σοι δοκει εξεστιν δουναι κηνσον καισαρι η ου,eipe oun hmin ti soi dokei exestin dounai khnson kaisari h ou,,,"Tell us therefore, What do you think? Is it lawful to give tribute to Caesar, or not?","Tell us therefore, What think you? Is it lawful to give tribute unto Caesar, or not?",tr_literal_pass1,modernized archaic directional unto; modernized inverted question
Matthew 22:18,MAT,Matthew,22,18,γνους δε ο ιησους την πονηριαν αυτων ειπεν τι με πειραζετε υποκριται,gnouv de o ihsouv thn ponhrian autwn eipen ti me peirazete upokritai,,,"But Jesus perceived their wickedness, and said, Why do you tempt me, you hypocrites?","But Jesus perceived their wickedness, and said, Why tempt all of you me, all of you hypocrites?",tr_literal_manual,manual TR literal override
Matthew 22:19,MAT,Matthew,22,19,επιδειξατε μοι το νομισμα του κηνσου οι δε προσηνεγκαν αυτω δηναριον,epideixate moi to nomisma tou khnsou oi de proshnegkan autw dhnarion,,,Show me the tribute money. And they brought to him a denarius.,Show me the tribute money. And they brought unto him a penny.,tr_literal_pass1,modernized archaic directional unto; rendered Greek coin term transliterally
Matthew 22:20,MAT,Matthew,22,20,και λεγει αυτοις τινος η εικων αυτη και η επιγραφη,kai legei autoiv tinov h eikwn auth kai h epigrafh,,,"And he says to them, Whose is this image and superscription?","And he says unto them, Whose is this image and superscription?",tr_literal_pass1,modernized archaic directional unto
Matthew 22:21,MAT,Matthew,22,21,λεγουσιν αυτω καισαρος τοτε λεγει αυτοις αποδοτε ουν τα καισαρος καισαρι και τα του θεου τω θεω,legousin autw kaisarov tote legei autoiv apodote oun ta kaisarov kaisari kai ta tou yeou tw yew,,,"They say to him, Caesar's. Then he says to them, Render therefore to Caesar the things that are Caesar's; and to God the things that are God's.","They say unto him, Caesar's. Then says he unto them, Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's.",tr_literal_manual,manual TR literal override
Matthew 22:22,MAT,Matthew,22,22,και ακουσαντες εθαυμασαν και αφεντες αυτον απηλθον,kai akousantev eyaumasan kai afentev auton aphlyon,,,"When they had heard these words, they marveled, and left him, and went their way.","When they had heard these words, they marvelled, and left him, and went their way.",tr_literal_pass1,modernized marvelled spelling
Matthew 22:23,MAT,Matthew,22,23,εν εκεινη τη ημερα προσηλθον αυτω σαδδουκαιοι οι λεγοντες μη ειναι αναστασιν και επηρωτησαν αυτον,en ekeinh th hmera proshlyon autw saddoukaioi oi legontev mh einai anastasin kai ephrwthsan auton,,,"The same day the Sadducees came to him, who say that there is no resurrection, and asked him,","The same day came to him the Sadducees, which say that there is no resurrection, and asked him,",tr_literal_manual,manual TR literal override
Matthew 22:24,MAT,Matthew,22,24,λεγοντες διδασκαλε μωσης ειπεν εαν τις αποθανη μη εχων τεκνα επιγαμβρευσει ο αδελφος αυτου την γυναικα αυτου και αναστησει σπερμα τω αδελφω αυτου,legontev didaskale mwshv eipen ean tiv apoyanh mh ecwn tekna epigambreusei o adelfov autou thn gunaika autou kai anasthsei sperma tw adelfw autou,,,"Saying, Teacher, Moses said, If a man dies, having no children, his brother shall marry his wife, and raise up seed to his brother.","Saying, Master, Moses said, If a man die, having no children, his brother shall marry his wife, and raise up seed unto his brother.",tr_literal_manual,manual TR literal override
Matthew 22:25,MAT,Matthew,22,25,ησαν δε παρ ημιν επτα αδελφοι και ο πρωτος γαμησας ετελευτησεν και μη εχων σπερμα αφηκεν την γυναικα αυτου τω αδελφω αυτου,hsan de par hmin epta adelfoi kai o prwtov gamhsav eteleuthsen kai mh ecwn sperma afhken thn gunaika autou tw adelfw autou,,,"Now there were with us seven brothers: and the first, when he had married a wife, died, and, having no child, left his wife to his brother:","Now there were with us seven brethren: and the first, when he had married a wife, deceased, and, having no issue, left his wife unto his brother:",tr_literal_manual,manual TR literal override
Matthew 22:26,MAT,Matthew,22,26,ομοιως και ο δευτερος και ο τριτος εως των επτα,omoiwv kai o deuterov kai o tritov ewv twn epta,,,"Likewise the second also, and the third, to the seventh.","Likewise the second also, and the third, unto the seventh.",tr_literal_pass1,modernized archaic directional unto
Matthew 22:27,MAT,Matthew,22,27,υστερον δε παντων απεθανεν και η γυνη,usteron de pantwn apeyanen kai h gunh,,,And last of all the woman died also.,And last of all the woman died also.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:28,MAT,Matthew,22,28,εν τη ουν αναστασει τινος των επτα εσται γυνη παντες γαρ εσχον αυτην,en th oun anastasei tinov twn epta estai gunh pantev gar escon authn,,,Therefore in the resurrection whose wife shall she be of the seven? for they all had her.,Therefore in the resurrection whose wife shall she be of the seven? for they all had her.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:29,MAT,Matthew,22,29,αποκριθεις δε ο ιησους ειπεν αυτοις πλανασθε μη ειδοτες τας γραφας μηδε την δυναμιν του θεου,apokriyeiv de o ihsouv eipen autoiv planasye mh eidotev tav grafav mhde thn dunamin tou yeou,,,"Jesus answered and said to them, You go astray, not knowing the scriptures, nor the power of God.","Jesus answered and said unto them, All of you do go astray, not knowing the scriptures, nor the power of God.",tr_literal_manual,manual TR literal override
Matthew 22:30,MAT,Matthew,22,30,εν γαρ τη αναστασει ουτε γαμουσιν ουτε εκγαμιζονται αλλ ως αγγελοι του θεου εν ουρανω εισιν,en gar th anastasei oute gamousin oute ekgamizontai all wv aggeloi tou yeou en ouranw eisin,,,"For in the resurrection they neither marry, nor are given in marriage, but are as the angels of God in heaven.","For in the resurrection they neither marry, nor are given in marriage, but are as the angels of God in heaven.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:31,MAT,Matthew,22,31,περι δε της αναστασεως των νεκρων ουκ ανεγνωτε το ρηθεν υμιν υπο του θεου λεγοντος,peri de thv anastasewv twn nekrwn ouk anegnwte to rhyen umin upo tou yeou legontov,,,"But as concerning the resurrection of the dead, have you not read that which was spoken to you by God, saying,","But as concerning the resurrection of the dead, have all of you not read that which was spoken unto you by God, saying,",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact
Matthew 22:32,MAT,Matthew,22,32,εγω ειμι ο θεος αβρααμ και ο θεος ισαακ και ο θεος ιακωβ ουκ εστιν ο θεος θεος νεκρων αλλα ζωντων,egw eimi o yeov abraam kai o yeov isaak kai o yeov iakwb ouk estin o yeov yeov nekrwn alla zwntwn,,,"I am the God of Abraham, and the God of Isaac, and the God of Jacob? God is not the God of the dead, but of the living.","I am the God of Abraham, and the God of Isaac, and the God of Jacob? God is not the God of the dead, but of the living.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:33,MAT,Matthew,22,33,και ακουσαντες οι οχλοι εξεπλησσοντο επι τη διδαχη αυτου,kai akousantev oi ocloi exeplhssonto epi th didach autou,,,"And when the crowd heard this, they were astonished at his doctrine.","And when the multitude heard this, they were astonished at his doctrine.",tr_literal_pass1,rendered ochlos as crowd
Matthew 22:34,MAT,Matthew,22,34,οι δε φαρισαιοι ακουσαντες οτι εφιμωσεν τους σαδδουκαιους συνηχθησαν επι το αυτο,oi de farisaioi akousantev oti efimwsen touv saddoukaiouv sunhcyhsan epi to auto,,,"But when the Pharisees had heard that he had put the Sadducees to silence, they were gathered together.","But when the Pharisees had heard that he had put the Sadducees to silence, they were gathered together.",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:35,MAT,Matthew,22,35,και επηρωτησεν εις εξ αυτων νομικος πειραζων αυτον και λεγων,kai ephrwthsen eiv ex autwn nomikov peirazwn auton kai legwn,,,"Then one of them, who was a lawyer, asked him a question, testing him, and saying,","Then one of them, which was a lawyer, asked him a question, tempting him, and saying,",tr_literal_manual,manual TR literal override
Matthew 22:36,MAT,Matthew,22,36,διδασκαλε ποια εντολη μεγαλη εν τω νομω,didaskale poia entolh megalh en tw nomw,,,"Teacher, which is the great commandment in the law?","Master, which is the great commandment in the law?",tr_literal_pass1,rendered didaskalos as teacher
Matthew 22:37,MAT,Matthew,22,37,ο δε ιησους ειπεν αυτω αγαπησεις κυριον τον θεον σου εν ολη τη καρδια σου και εν ολη τη ψυχη σου και εν ολη τη διανοια σου,o de ihsouv eipen autw agaphseiv kurion ton yeon sou en olh th kardia sou kai en olh th quch sou kai en olh th dianoia sou,,,"Jesus said to him, You shall love the Lord your God with all your heart, and with all your soul, and with all your mind.","Jesus said unto him, You shall love the Lord your God with all your heart, and with all your soul, and with all your mind.",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord
Matthew 22:38,MAT,Matthew,22,38,αυτη εστιν πρωτη και μεγαλη εντολη,auth estin prwth kai megalh entolh,,,This is the first and great commandment.,This is the first and great commandment.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:39,MAT,Matthew,22,39,δευτερα δε ομοια αυτη αγαπησεις τον πλησιον σου ως σεαυτον,deutera de omoia auth agaphseiv ton plhsion sou wv seauton,,,"And the second is like it, You shall love your neighbor as yourself.","And the second is like unto it, You shall love your neighbour as yourself.",tr_literal_manual,manual TR literal override
Matthew 22:40,MAT,Matthew,22,40,εν ταυταις ταις δυσιν εντολαις ολος ο νομος και οι προφηται κρεμανται,en tautaiv taiv dusin entolaiv olov o nomov kai oi profhtai kremantai,,,On these two commandments hang all the law and the prophets.,On these two commandments hang all the law and the prophets.,needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:41,MAT,Matthew,22,41,συνηγμενων δε των φαρισαιων επηρωτησεν αυτους ο ιησους,sunhgmenwn de twn farisaiwn ephrwthsen autouv o ihsouv,,,"While the Pharisees were gathered together, Jesus asked them,","While the Pharisees were gathered together, Jesus asked them,",needs_focused_tr_review,UKJV seed retained; needs focused Greek review
Matthew 22:42,MAT,Matthew,22,42,λεγων τι υμιν δοκει περι του χριστου τινος υιος εστιν λεγουσιν αυτω του δαβιδ,legwn ti umin dokei peri tou cristou tinov uiov estin legousin autw tou dabid,,,"Saying, What do you think of Christ? whose son is he? They say to him, The son of David.","Saying, What think all of you of Christ? whose son is he? They say unto him, The son of David.",tr_literal_pass1,modernized archaic directional unto; modernized inverted question; removed UKJV plural-expansion artifact
Matthew 22:43,MAT,Matthew,22,43,λεγει αυτοις πως ουν δαβιδ εν πνευματι κυριον αυτον καλει λεγων,legei autoiv pwv oun dabid en pneumati kurion auton kalei legwn,,,"He says to them, How then does David in spirit call him Lord, saying,","He says unto them, How then does David in spirit (o. pneuma) call him Lord, saying,",tr_literal_pass1,modernized archaic directional unto; normalized NT kurios as Lord; removed UKJV inline Strong-style lexical marker
Matthew 22:44,MAT,Matthew,22,44,ειπεν ο κυριος τω κυριω μου καθου εκ δεξιων μου εως αν θω τους εχθρους σου υποποδιον των ποδων σου,eipen o kuriov tw kuriw mou kayou ek dexiwn mou ewv an yw touv ecyrouv sou upopodion twn podwn sou,,,"The Lord said to my Lord, Sit you on my right hand, till I make your enemies your footstool?","The LORD said unto my Lord, Sit you on my right hand, till I make yours enemies your footstool?",tr_literal_pass1,modernized archaic directional unto; modernized yours before noun; normalized NT kurios as Lord
Matthew 22:45,MAT,Matthew,22,45,ει ουν δαβιδ καλει αυτον κυριον πως υιος αυτου εστιν,ei oun dabid kalei auton kurion pwv uiov autou estin,,,"If David then calls him Lord, how is he his son?","If David then call him Lord, how is he his son?",tr_literal_manual,manual TR literal override
Matthew 22:46,MAT,Matthew,22,46,και ουδεις εδυνατο αυτω αποκριθηναι λογον ουδε ετολμησεν τις απ εκεινης της ημερας επερωτησαι αυτον ουκετι,kai oudeiv edunato autw apokriyhnai logon oude etolmhsen tiv ap ekeinhv thv hmerav eperwthsai auton ouketi,,,"And no one was able to answer him a word, neither dared anyone from that day forth ask him any more questions.","And no man was able to answer him a word, (o. logos) neither durst any man from that day forth ask him any more questions.",tr_literal_pass1,modernized any-man idiom; modernized durst; modernized no-man idiom; removed UKJV inline Strong-style lexical marker
Matthew 23:1,MAT,Matthew,23,1,τοτε ο ιησους ελαλησεν τοις οχλοις και τοις μαθηταις αυτου,tote o ihsouv elalhsen toiv ocloiv kai toiv mayhtaiv autou,,,"Then Jesus spoke to the crowd, and to his disciples,","Then spoke Jesus to the multitude, and to his disciples,",tr_literal_manual,manual TR literal override
Matthew 23:2,MAT,Matthew,23,2,λεγων επι της μωσεως καθεδρας εκαθισαν οι γραμματεις και οι φαρισαιοι,legwn epi thv mwsewv kayedrav ekayisan oi grammateiv kai oi farisaioi,,,"Saying, The scribes and the Pharisees sit in Moses' seat:",Saying The scribes and the Pharisees sit in Moses' seat:,tr_literal_manual,manual TR literal override
Matthew 23:3,MAT,Matthew,23,3,παντα ουν οσα αν ειπωσιν υμιν τηρειν τηρειτε και ποιειτε κατα δε τα εργα αυτων μη ποιειτε λεγουσιν γαρ και ου ποιουσιν,panta oun osa an eipwsin umin threin threite kai poieite kata de ta erga autwn mh poieite legousin gar kai ou poiousin,,,"All therefore whatever they bid you observe, that observe and do; but do not do according to their works: for they say, and do not.","All therefore whatsoever they bid you observe, that observe and do; but do not all of you after their works: for they say, and do not.",tr_literal_pass1,modernized do-not-you wording; modernized whatsoever; removed UKJV plural-expansion artifact
Matthew 23:4,MAT,Matthew,23,4,δεσμευουσιν γαρ φορτια βαρεα και δυσβαστακτα και επιτιθεασιν επι τους ωμους των ανθρωπων τω δε δακτυλω αυτων ου θελουσιν κινησαι αυτα,desmeuousin gar fortia barea kai dusbastakta kai epitiyeasin epi touv wmouv twn anyrwpwn tw de daktulw autwn ou yelousin kinhsai auta,,,"For they bind heavy and grievous burdens, and lay them on men's shoulders; but they themselves will not move them with one of their fingers.","For they bind heavy burdens and grievous to be borne, and lay them on men's shoulders; but they themselves will not move them with one of their fingers.",tr_literal_manual,manual TR literal override
Matthew 23:5,MAT,Matthew,23,5,παντα δε τα εργα αυτων ποιουσιν προς το θεαθηναι τοις ανθρωποις πλατυνουσιν δε τα φυλακτηρια αυτων και μεγαλυνουσιν τα κρασπεδα των ιματιων αυτων,panta de ta erga autwn poiousin prov to yeayhnai toiv anyrwpoiv platunousin de ta fulakthria autwn kai megalunousin ta kraspeda twn imatiwn autwn,,,"But all their works they do in order to be seen of men: they make broad their phylacteries, and enlarge the borders of their clothes,","But all their works they do in order to be seen of men: they make broad their phylacteries, and enlarge the borders of their garments,",tr_literal_pass1,modernized garments where not contextually technical
Matthew 23:6,MAT,Matthew,23,6,φιλουσιν τε την πρωτοκλισιαν εν τοις δειπνοις και τας πρωτοκαθεδριας εν ταις συναγωγαις,filousin te thn prwtoklisian en toiv deipnoiv kai tav prwtokayedriav en taiv sunagwgaiv,,,"And love the chief places at feasts, and the chief seats in the synagogues,","And love the uppermost rooms at feasts, and the chief seats in the synagogues,",tr_literal_manual,manual TR literal override
Matthew 23:7,MAT,Matthew,23,7,και τους ασπασμους εν ταις αγοραις και καλεισθαι υπο των ανθρωπων ραββι ραββι,kai touv aspasmouv en taiv agoraiv kai kaleisyai upo twn anyrwpwn rabbi rabbi,,,"And greetings in the markets, and to be called by men, Rabbi, Rabbi.","And greetings in the markets, and to be called of men, Rabbi, Rabbi.",tr_literal_manual,manual TR literal override
Matthew 23:8,MAT,Matthew,23,8,υμεις δε μη κληθητε ραββι εις γαρ εστιν υμων ο καθηγητης ο χριστος παντες δε υμεις αδελφοι εστε,umeiv de mh klhyhte rabbi eiv gar estin umwn o kayhghthv o cristov pantev de umeiv adelfoi este,,,"But do not be called Rabbi: for one is your Master, even Christ; and all you are brothers.","But be not all of you called Rabbi: for one is your Master, even Christ; and all you are brethren.",tr_literal_pass1,modernized be-not-you imperative; removed UKJV plural-expansion artifact; rendered adelphoi-family wording as brothers
Matthew 23:9,MAT,Matthew,23,9,και πατερα μη καλεσητε υμων επι της γης εις γαρ εστιν ο πατηρ υμων ο εν τοις ουρανοις,kai patera mh kaleshte umwn epi thv ghv eiv gar estin o pathr umwn o en toiv ouranoiv,,,"And call no one your father upon the earth: for one is your Father, who is in heaven.","And call no man your father upon the earth: for one is your Father, which is in heaven.",tr_literal_pass1,modernized no-man idiom; modernized personal which as who
Matthew 23:10,MAT,Matthew,23,10,μηδε κληθητε καθηγηται εις γαρ υμων εστιν ο καθηγητης ο χριστος,mhde klhyhte kayhghtai eiv gar umwn estin o kayhghthv o cristov,,,"Neither be called teachers: for one is your Teacher, even Christ.","Neither be all of you called masters: for one is your Master, even Christ.",tr_literal_manual,manual TR literal override
Matthew 23:11,MAT,Matthew,23,11,ο δε μειζων υμων εσται υμων διακονος,o de meizwn umwn estai umwn diakonov,,,But the one who is greatest among you shall be your servant.,But he that is greatest among you shall be your servant.,tr_literal_pass1,modernized he-that relative
Matthew 23:12,MAT,Matthew,23,12,οστις δε υψωσει εαυτον ταπεινωθησεται και οστις ταπεινωσει εαυτον υψωθησεται,ostiv de uqwsei eauton tapeinwyhsetai kai ostiv tapeinwsei eauton uqwyhsetai,,,And whoever shall exalt himself shall be brought low; and the one who shall humble himself shall be exalted.,And whosoever shall exalt himself shall be brought low; and he that shall humble himself shall be exalted.,tr_literal_pass1,modernized he-that relative; modernized whosoever
Matthew 23:13,MAT,Matthew,23,13,ουαι δε υμιν γραμματεις και φαρισαιοι υποκριται οτι κλειετε την βασιλειαν των ουρανων εμπροσθεν των ανθρωπων υμεις γαρ ουκ εισερχεσθε ουδε τους εισερχομενους αφιετε εισελθειν,ouai de umin grammateiv kai farisaioi upokritai oti kleiete thn basileian twn ouranwn emprosyen twn anyrwpwn umeiv gar ouk eisercesye oude touv eisercomenouv afiete eiselyein,,,"But woe to you, scribes and Pharisees, hypocrites! for you shut up the kingdom of heaven against men: for you neither go in yourselves, nor do you allow those who are entering to go in.","But woe unto you, scribes and Pharisees, hypocrites! for all of you shut up the kingdom of heaven against men: for all of you neither go in yourselves, neither suffer all of you them that are entering to go in.",tr_literal_manual,manual TR literal override
Matthew 23:14,MAT,Matthew,23,14,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι κατεσθιετε τας οικιας των χηρων και προφασει μακρα προσευχομενοι δια τουτο ληψεσθε περισσοτερον κριμα,ouai umin grammateiv kai farisaioi upokritai oti katesyiete tav oikiav twn chrwn kai profasei makra proseucomenoi dia touto lhqesye perissoteron krima,,,"Woe to you, scribes and Pharisees, hypocrites! for you devour widows' houses, and for a pretence make long prayer: therefore you shall receive the greater judgment.","Woe unto you, scribes and Pharisees, hypocrites! for all of you devour widows' houses, and for a pretence make long prayer: therefore all of you shall receive the greater damnation.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact; rendered krima/krisis as judgment
Matthew 23:15,MAT,Matthew,23,15,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι περιαγετε την θαλασσαν και την ξηραν ποιησαι ενα προσηλυτον και οταν γενηται ποιειτε αυτον υιον γεεννης διπλοτερον υμων,ouai umin grammateiv kai farisaioi upokritai oti periagete thn yalassan kai thn xhran poihsai ena proshluton kai otan genhtai poieite auton uion geennhv diploteron umwn,,,"Woe to you, scribes and Pharisees, hypocrites! for you compass sea and land to make one proselyte, and when he is made, you make him twofold more the child of Gehenna than yourselves.","Woe unto you, scribes and Pharisees, hypocrites! for all of you compass sea and land to make one proselyte, and when he is made, all of you make him twofold more the child of hell than yourselves.",tr_literal_pass1,modernized archaic directional unto; removed UKJV plural-expansion artifact; rendered geenna as Gehenna
Matthew 23:16,MAT,Matthew,23,16,ουαι υμιν οδηγοι τυφλοι οι λεγοντες ος αν ομοση εν τω ναω ουδεν εστιν ος δ αν ομοση εν τω χρυσω του ναου οφειλει,ouai umin odhgoi tufloi oi legontev ov an omosh en tw naw ouden estin ov d an omosh en tw crusw tou naou ofeilei,,,"Woe to you, you blind guides, who say, Whoever shall swear by the temple, it is nothing; but whoever shall swear by the gold of the temple, he is a debtor!","Woe unto you, all of you blind guides, which say, Whosoever shall swear by the temple, it is nothing; but whosoever shall swear by the gold of the temple, he is a debtor!",tr_literal_manual,manual TR literal override
Matthew 23:17,MAT,Matthew,23,17,μωροι και τυφλοι τις γαρ μειζων εστιν ο χρυσος η ο ναος ο αγιαζων τον χρυσον,mwroi kai tufloi tiv gar meizwn estin o crusov h o naov o agiazwn ton cruson,,,"You fools and blind: for which is greater, the gold, or the temple that sanctifies the gold?","All of you fools and blind: for whether is greater, the gold, or the temple that santifies the gold?",tr_literal_manual,manual TR literal override
Matthew 23:18,MAT,Matthew,23,18,και ος εαν ομοση εν τω θυσιαστηριω ουδεν εστιν ος δ αν ομοση εν τω δωρω τω επανω αυτου οφειλει,kai ov ean omosh en tw yusiasthriw ouden estin ov d an omosh en tw dwrw tw epanw autou ofeilei,,,"And, Whoever shall swear by the altar, it is nothing; but whoever swears by the gift that is upon it, he is guilty.","And, Whosoever shall swear by the altar, it is nothing; but whosoever swears by the gift that is upon it, he is guilty.",tr_literal_pass1,modernized whosoever
Matthew 23:19,MAT,Matthew,23,19,μωροι και τυφλοι τι γαρ μειζον το δωρον η το θυσιαστηριον το αγιαζον το δωρον,mwroi kai tufloi ti gar meizon to dwron h to yusiasthrion to agiazon to dwron,,,"You fools and blind: for which is greater, the gift, or the altar that sanctifies the gift?","All of you fools and blind: for whether is greater, the gift, or the altar that santifies the gift?",tr_literal_manual,manual TR literal override
Matthew 23:20,MAT,Matthew,23,20,ο ουν ομοσας εν τω θυσιαστηριω ομνυει εν αυτω και εν πασιν τοις επανω αυτου,o oun omosav en tw yusiasthriw omnuei en autw kai en pasin toiv epanw autou,,,"Whoever therefore shall swear by the altar, swears by it, and by all things on it.","Whoso therefore shall swear by the altar, swears by it, and by all things thereon.",tr_literal_manual,manual TR literal override
Matthew 23:21,MAT,Matthew,23,21,και ο ομοσας εν τω ναω ομνυει εν αυτω και εν τω κατοικουντι αυτον,kai o omosav en tw naw omnuei en autw kai en tw katoikounti auton,,,"And whoever shall swear by the temple, swears by it, and by him who dwells in it.","And whoso shall swear by the temple, swears by it, and by him that dwells therein.",tr_literal_pass1,modernized him-that relative; modernized therein; modernized whoso
Matthew 23:22,MAT,Matthew,23,22,και ο ομοσας εν τω ουρανω ομνυει εν τω θρονω του θεου και εν τω καθημενω επανω αυτου,kai o omosav en tw ouranw omnuei en tw yronw tou yeou kai en tw kayhmenw epanw autou,,,"And the one who shall swear by heaven, swears by the throne of God, and by him who sits on it.","And he that shall swear by heaven, swears by the throne of God, and by him that sits thereon.",tr_literal_manual,manual TR literal override
Matthew 23:23,MAT,Matthew,23,23,ουαι υμιν γραμματεις και φαρισαιοι υποκριται οτι αποδεκατουτε το ηδυοσμον και το ανηθον και το κυμινον και αφηκατε τα βαρυτερα του νομου την κρισιν και τον ελεον και την πιστιν ταυτα εδει ποιησαι κακεινα μη αφιεναι,ouai umin grammateiv kai farisaioi upokritai oti apodekatoute to hduosmon kai to anhyon kai to kuminon kai afhkate ta barutera tou nomou thn krisin kai ton eleon kai thn pistin tauta edei poihsai kakeina mh afienai,,,"Woe to you, scribes and Pharisees, hypocrites! for you pay tithe of mint and anise and cummin, and have omitted the weightier matters of the law, judgment, mercy, and faith: these you ought to have done, and not to leave the other undone.","Woe unto you, scribes and Pharisees, hypocrites! for all of you pay tithe of mint and anise and cummin, and have omitted the weightier matters of the law, judgment, mercy, and faith: these ought all of you to have done, and not to leave the other undone.",tr_literal_manual,manual TR literal override
Matthew 23:24,MAT,Matthew,23,24,οδηγοι τυφλοι οι διυλιζοντες τον κωνωπα την δε καμηλον καταπινοντες,odhgoi tufloi oi diulizontev ton kwnwpa thn de kamhlon katapinontev,,,"You blind guides, who strain out a gnat, and swallow a camel.","All of you blind guides, which strain out a gnat, and swallow a camel.",tr_literal_manual,manual TR literal override
